Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,96/83,15/17,67/45,9/15,-,5/6
2024,38/29,7/8,28/16,1/3,-,2/2
2023,42/31,8/8,28/17,4/5,-,2/1
2022,13/17,0/1,9/10,3/3,-,1/3
2021,2/4,-,2/2,0/2,-,-
2019,0/1,-,-,0/1,-,-
2017,1/1,-,-,1/1,-,-
