Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,289/229,156/125,61/41,60/58,-,12/5
2024,2/3,0/1,-,-,-,2/2
2023,28/27,15/18,5/3,5/4,-,3/2
2022,37/28,25/20,3/4,3/4,-,6/0
2021,39/23,28/15,10/6,1/2,-,-
2020,5/9,2/4,0/1,3/4,-,-
2019,34/23,15/10,12/9,7/4,-,-
2018,14/11,9/8,-,4/2,-,1/1
2017,49/23,26/12,9/4,14/7,-,-
2016,21/22,8/10,7/4,6/8,-,-
2015,20/21,4/8,11/8,5/5,-,-
2014,29/23,20/14,4/2,5/7,-,-
2013,7/8,4/4,-,3/4,-,-
2012,4/5,-,-,4/5,-,-
2011,0/3,0/1,-,0/2,-,-
