Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,94/116,24/29,69/85,1/2,-,-
2024,24/19,4/5,20/13,0/1,-,-
2023,13/13,3/2,10/11,-,-,-
2022,7/17,0/2,7/15,-,-,-
2019,17/26,3/9,13/16,1/1,-,-
2018,19/19,9/5,10/14,-,-,-
2016,13/18,5/6,8/12,-,-,-
2015,0/2,-,0/2,-,-,-
2014,1/2,-,1/2,-,-,-
