Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,37/48,5/11,31/34,1/3,-,-
2024,4/8,0/1,4/7,-,-,-
2023,21/17,3/2,18/15,-,-,-
2019,5/9,2/3,3/4,0/2,-,-
2018,6/12,0/5,5/6,1/1,-,-
2017,1/1,-,1/1,-,-,-
2016,0/1,-,0/1,-,-,-
