Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,79/67,39/38,39/28,1/1,-,-
2024,21/15,7/8,14/7,-,-,-
2023,25/20,8/10,17/10,-,-,-
2022,19/10,18/9,-,1/1,-,-
2021,9/11,4/6,5/5,-,-,-
2020,2/3,-,2/3,-,-,-
2019,2/5,1/2,1/3,-,-,-
2018,1/3,1/3,-,-,-,-
