Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,397/287,205/145,117/76,48/45,26/18,1/3
2024,19/26,8/14,6/8,-,4/4,1/0
2023,62/31,39/13,12/10,7/5,4/2,0/1
2022,32/20,25/13,4/4,0/1,3/2,-
2021,27/26,8/10,4/6,7/6,8/4,-
2020,33/22,22/11,6/5,5/6,-,-
2019,32/34,7/12,12/8,12/10,1/3,0/1
2018,27/32,15/20,9/4,2/5,1/2,0/1
2017,44/31,20/14,13/8,6/8,5/1,-
2016,72/29,35/15,32/11,5/3,-,-
2015,20/14,12/9,8/5,-,-,-
2014,20/14,10/8,6/5,4/1,-,-
2013,4/6,4/6,-,-,-,-
2012,5/2,-,5/2,-,-,-
