Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,52/37,37/24,10/8,5/5,-,-
2024,11/6,2/3,9/3,-,-,-
2023,5/7,5/7,-,-,-,-
2022,16/5,16/5,-,-,-,-
2021,12/3,8/2,-,4/1,-,-
2020,7/14,5/6,1/5,1/3,-,-
2019,1/1,1/0,-,0/1,-,-
2018,0/1,0/1,-,-,-,-
