Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,155/112,123/87,8/7,0/1,-,24/17
2024,23/16,23/16,-,-,-,-
2023,45/27,38/22,-,-,-,7/5
2022,26/27,14/16,-,-,-,12/11
2021,18/9,13/8,-,-,-,5/1
2020,9/8,1/1,8/7,-,-,-
2019,20/10,20/10,-,-,-,-
2018,9/8,9/7,-,0/1,-,-
2017,1/3,1/3,-,-,-,-
2016,1/3,1/3,-,-,-,-
2015,3/1,3/1,-,-,-,-
