Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,341/220,266/154,41/27,32/34,2/5,-
2024,26/20,25/19,-,1/1,-,-
2023,40/39,31/26,4/6,5/5,0/2,-
2022,53/34,47/23,0/4,4/5,2/2,-
2021,56/26,34/13,16/7,6/6,-,-
2020,15/11,9/5,6/3,0/3,-,-
2019,22/24,7/12,7/4,8/7,0/1,-
2018,59/17,47/15,8/1,4/1,-,-
2017,15/17,15/13,0/2,0/2,-,-
2016,29/9,27/9,-,2/0,-,-
2015,8/7,6/5,-,2/2,-,-
2014,10/11,10/9,-,0/2,-,-
2013,8/5,8/5,-,-,-,-
