Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,232/131,167/95,62/35,3/1,-,-
2024,46/20,34/16,12/4,-,-,-
2023,18/16,15/14,3/2,-,-,-
2022,39/23,37/19,2/4,-,-,-
2021,54/22,51/20,0/1,3/1,-,-
2020,24/18,14/11,10/7,-,-,-
2019,27/17,15/9,12/8,-,-,-
2018,24/12,1/3,23/9,-,-,-
2017,0/2,0/2,-,-,-,-
2016,0/1,0/1,-,-,-,-
