Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,133/92,12/8,116/78,2/4,3/2,-
2024,34/20,-,34/20,-,-,-
2023,29/28,-,27/25,1/2,1/1,-
2022,37/21,-,35/20,-,2/1,-
2021,24/14,4/4,20/10,-,-,-
2020,8/4,8/4,-,-,-,-
2019,0/3,-,0/2,0/1,-,-
2018,0/1,-,0/1,-,-,-
2016,1/1,-,-,1/1,-,-
