Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,55/93,8/15,47/77,0/1,-,-
2024,9/12,1/1,8/11,-,-,-
2023,12/17,2/3,10/14,-,-,-
2022,5/7,-,5/7,-,-,-
2021,4/9,-,4/9,-,-,-
2020,6/9,-,6/9,-,-,-
2019,0/2,-,0/2,-,-,-
2018,7/11,2/3,5/8,-,-,-
2017,11/16,3/5,8/10,0/1,-,-
2016,1/9,0/2,1/7,-,-,-
2015,0/1,0/1,-,-,-,-
