Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,48/38,19/19,26/16,3/3,-,-
2024,0/2,-,0/1,0/1,-,-
2023,30/21,7/8,20/11,3/2,-,-
2022,16/12,10/8,6/4,-,-,-
2021,2/3,2/3,-,-,-,-
