Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,51/36,10/6,16/15,25/15,-,-
2024,6/5,0/1,6/4,-,-,-
2023,38/21,10/4,5/7,23/10,-,-
2022,4/1,-,4/1,-,-,-
2021,2/3,-,1/2,1/1,-,-
2020,0/4,0/1,0/1,0/2,-,-
2019,1/2,-,-,1/2,-,-
