Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/56,0/2,65/53,1/1,-,-
2024,7/8,-,7/8,-,-,-
2023,18/16,-,18/16,-,-,-
2022,32/18,0/2,32/16,-,-,-
2020,2/2,-,2/2,-,-,-
2019,4/5,-,4/5,-,-,-
2017,1/4,-,0/3,1/1,-,-
2016,2/3,-,2/3,-,-,-
