Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,76/56,47/28,26/25,3/1,-,0/2
2024,26/18,17/7,9/10,-,-,0/1
2023,18/17,11/8,4/7,3/1,-,0/1
2022,32/20,19/13,13/7,-,-,-
2019,0/1,-,0/1,-,-,-
