Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,90/42,50/26,22/12,7/4,-,11/0
2024,23/12,10/5,12/5,1/2,-,-
2023,43/15,29/11,2/2,6/2,-,6/0
2022,14/6,7/5,2/1,-,-,5/0
2021,9/8,3/4,6/4,-,-,-
2020,1/1,1/1,-,-,-,-
