Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/42,3/7,42/35,-,-,-
2024,19/10,0/2,19/8,-,-,-
2023,7/14,2/4,5/10,-,-,-
2022,15/13,-,15/13,-,-,-
2021,4/4,1/1,3/3,-,-,-
2020,0/1,-,0/1,-,-,-
