Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Savannah (USA),clay,header
08.04. 22:55,Mmoh M.,2,6,6,,,,3,1,71%,69% (29/42),59% (10/17),0% (0/1),37% (15/41),63% (19/30),36% (4/11),66% (39/59),48% (34/71),56% (73/130),7,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.40
08.04. 22:55,Dutra Da Silva D.,0,3,3,,,,2,2,58%,63% (26/41),37% (11/30),64% (7/11),31% (13/42),41% (7/17),100% (1/1),52% (37/71),34% (20/59),44% (57/130),3,1,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],2.81
ATP - SINGLES :  Houston (USA),clay,header
02.04. 00:45,Mmoh M.,0,3,6^5,,,,5,4,61%,59% (22/37),29% (7/24),0% (0/5),22% (10/45),77% (20/26),50% (4/8),17,29,40% (2/5),48% (29/61),42% (30/71),45% (59/132),5,0,50% (5/10),36% (4/11),43% (9/21),[],[],[],[],[],1.71
02.04. 00:45,Walton A.,2,6,7^7,,,,8,5,63%,78% (35/45),23% (6/26),50% (4/8),41% (15/37),71% (17/24),100% (5/5),18,27,50% (4/8),58% (41/71),52% (32/61),55% (73/132),5,0,64% (7/11),50% (5/10),57% (12/21),[],[],[],[],[],2.15
ATP - SINGLES :  Miami (USA) - Qualification,hard,header
18.03. 02:50,Mmoh M.,0,3,4,,,,7,5,74%,74% (29/39),21% (3/14),63% (5/8),195 km/h,190 km/h,23% (11/48),53% (10/19),13% (1/8),18,28,71% (10/14),60% (32/53),31% (21/67),44% (53/120),4,0,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],1.73
18.03. 02:50,Comesana F.,2,6,6,,,,10,2,72%,77% (37/48),47% (9/19),88% (7/8),188 km/h,190 km/h,26% (10/39),79% (11/14),38% (3/8),24,15,38% (3/8),69% (46/67),40% (21/53),56% (67/120),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],2.02
ATP - SINGLES :  Indian Wells (USA) - Qualification,hard,header
05.03. 05:35,Mmoh M.,1,4,6,1,,,7,7,60%,61% (34/56),43% (16/37),55% (6/11),33% (13/39),42% (10/24),100% (3/3),21,51,73% (8/11),54% (50/93),37% (23/63),47% (73/156),2,1,62% (8/13),25% (3/12),44% (11/25),[],[],[],[],[],2.01
05.03. 05:35,Walton A.,2,6,2,6,,,3,1,62%,67% (26/39),58% (14/24),0% (0/3),39% (22/56),57% (21/37),45% (5/11),18,31,64% (9/14),63% (40/63),46% (43/93),53% (83/156),8,0,75% (9/12),38% (5/13),56% (14/25),[],[],[],[],[],1.80
04.03. 07:15,Mmoh M.,2,6,6,,,,4,3,59%,74% (20/27),53% (10/19),0% (0/2),51% (27/53),65% (11/17),36% (5/14),14,21,88% (7/8),65% (30/46),54% (38/70),59% (68/116),8,0,78% (7/9),63% (5/8),71% (12/17),[],[],[],[],[],1.57
04.03. 07:15,Harris B.,0,3,2,,,,0,0,76%,49% (26/53),35% (6/17),64% (9/14),26% (7/27),47% (9/19),100% (2/2),17,38,75% (3/4),46% (32/70),35% (16/46),41% (48/116),2,0,38% (3/8),22% (2/9),29% (5/17),[],[],[],[],[],2.31
CHALLENGER MEN - SINGLES :  San Diego (USA),hard,header
27.02. 01:20,Mmoh M.,0,5,5,,,,9,3,71%,67% (35/52),52% (11/21),63% (5/8),23% (12/53),53% (16/30),13% (1/8),63% (46/73),34% (28/83),47% (74/156),3,1,75% (9/12),8% (1/12),42% (10/24),[],[],[],[],[],2.73
27.02. 01:20,Majchrzak K.,2,7,7,,,,6,0,64%,77% (41/53),47% (14/30),88% (7/8),33% (17/52),48% (10/21),38% (3/8),66% (55/83),37% (27/73),53% (82/156),7,0,92% (11/12),25% (3/12),58% (14/24),[],[],[],[],[],1.42
25.02. 23:40,Mmoh M.,2,2,7^7,6,,,7,13,61%,68% (52/77),37% (18/49),65% (11/17),39% (25/64),53% (20/38),38% (5/13),56% (70/126),44% (45/102),50% (115/228),5,0,60% (9/15),33% (5/15),47% (14/30),[],[],[],[],[],1.12
25.02. 23:40,Bicknell B.,1,6,6^4,4,,,1,5,63%,61% (39/64),47% (18/38),62% (8/13),32% (25/77),63% (31/49),35% (6/17),56% (57/102),44% (56/126),50% (113/228),5,3,67% (10/15),40% (6/15),53% (16/30),[],[],[],[],[],5.55
ATP - SINGLES :  Delray Beach (USA),hard,header
13.02. 06:40,Michelsen A.,0,6^8,3,,,,6,1,64%,77% (30/39),41% (9/22),100% (2/2),41% (21/51),50% (9/18),25% (2/8),64% (39/61),43% (30/69),53% (69/130),8,0,100% (7/7),25% (2/8),60% (9/15),[],[],[],[],[],1.23
13.02. 06:40,Mmoh M.,1,7^10,0,,,,7,5,74%,59% (30/51),50% (9/18),75% (6/8),23% (9/39),59% (13/22),0% (0/2),57% (39/69),36% (22/61),47% (61/130),2,0,75% (6/8),0% (0/7),40% (6/15),[],[],[],[],[],4.34
11.02. 04:40,Mmoh M.,2,7,7^7,,,,5,1,69%,67% (37/55),52% (13/25),67% (6/9),21% (9/42),65% (24/37),57% (4/7),63% (50/80),42% (33/79),52% (83/159),6,0,75% (9/12),33% (4/12),54% (13/24),[],[],[],[],[],1.82
11.02. 04:40,Shevchenko A.,0,5,6^5,,,,3,3,53%,79% (33/42),35% (13/37),43% (3/7),33% (18/55),48% (12/25),33% (3/9),58% (46/79),38% (30/80),48% (76/159),4,0,67% (8/12),25% (3/12),46% (11/24),[],[],[],[],[],2.01
ATP - SINGLES :  Delray Beach (USA) - Qualification,hard,header
10.02. 01:20,Mmoh M.,2,7^7,6,,,,4,2,59%,93% (27/29),65% (13/20),0% (0/0),36% (12/33),55% (18/33),33% (3/9),82% (40/49),45% (30/66),61% (70/115),9,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],1.43
10.02. 01:20,Popko D.,0,6^5,0,,,,4,3,50%,64% (21/33),45% (15/33),67% (6/9),7% (2/29),35% (7/20),0% (0/0),55% (36/66),18% (9/49),39% (45/115),1,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.82
09.02. 01:35,Mmoh M.,2,7^7,4,6,,,12,3,64%,66% (47/71),55% (22/40),33% (2/6),35% (26/75),52% (24/46),67% (4/6),62% (69/111),41% (50/121),51% (119/232),5,0,75% (12/16),27% (4/15),52% (16/31),[],[],[],[],[],1.36
09.02. 01:35,Albot R.,1,6^4,6,3,,,2,3,62%,65% (49/75),48% (22/46),33% (2/6),31% (22/71),45% (18/40),67% (4/6),59% (71/121),38% (42/111),49% (113/232),5,0,73% (11/15),25% (4/16),48% (15/31),[],[],[],[],[],2.99
ATP - SINGLES :  Dallas (USA),hard,header
07.02. 04:00,Mmoh M.,0,1,4,,,,5,3,65%,57% (16/28),40% (6/15),50% (4/8),30% (11/37),25% (3/12),50% (1/2),51% (22/43),29% (14/49),39% (36/92),5,0,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],4.32
07.02. 04:00,Ruud C.,2,6,6,,,,7,0,76%,70% (26/37),75% (9/12),50% (1/2),43% (12/28),60% (9/15),50% (4/8),71% (35/49),49% (21/43),61% (56/92),5,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],1.22
06.02. 01:25,Mmoh M.,2,6,3,6,,,9,0,64%,56% (32/57),47% (15/32),50% (5/10),53% (32/60),48% (12/25),64% (7/11),53% (47/89),52% (44/85),52% (91/174),7,0,62% (8/13),54% (7/13),58% (15/26),[],[],[],[],[],2.47
06.02. 01:25,Carballes Baena R.,1,1,6,4,,,3,0,71%,47% (28/60),52% (13/25),36% (4/11),44% (25/57),53% (17/32),50% (5/10),48% (41/85),47% (42/89),48% (83/174),3,0,46% (6/13),38% (5/13),42% (11/26),[],[],[],[],[],1.55
ATP - SINGLES :  Dallas (USA) - Qualification,hard,header
02.02. 23:40,Mmoh M.,2,7^7,6,,,,8,2,63%,75% (30/40),63% (15/24),60% (3/5),35% (14/40),44% (7/16),100% (3/3),70% (45/64),38% (21/56),55% (66/120),7,0,82% (9/11),30% (3/10),57% (12/21),[],[],[],[],[],1.02
02.02. 23:40,Georgiev G.,0,6^3,3,,,,4,0,71%,65% (26/40),56% (9/16),0% (0/3),25% (10/40),38% (9/24),40% (2/5),63% (35/56),30% (19/64),45% (54/120),3,0,70% (7/10),18% (2/11),43% (9/21),[],[],[],[],[],8.93
02.02. 00:05,Mmoh M.,2,6,7^7,,,,2,3,60%,64% (29/45),63% (19/30),67% (4/6),30% (15/50),65% (13/20),38% (3/8),66% (48/73),40% (28/70),53% (76/143),5,0,82% (9/11),27% (3/11),55% (12/22),[],[],[],[],[],2.69
02.02. 00:05,Boyer T.,0,4,6^5,,,,3,0,71%,70% (35/50),35% (7/20),63% (5/8),36% (16/45),37% (11/30),33% (2/6),60% (42/70),34% (25/73),47% (67/143),5,0,73% (8/11),18% (2/11),45% (10/22),[],[],[],[],[],1.43
CHALLENGER MEN - SINGLES :  Cleveland (USA),hard,header
30.01. 01:55,Mmoh M.,0,4,5,,,,7,0,56%,68% (25/37),55% (16/29),50% (3/6),23% (11/48),48% (11/23),33% (1/3),62% (41/66),31% (22/70),46% (63/136),3,1,73% (8/11),9% (1/11),41% (9/22),[],[],[],[],[],2.59
30.01. 01:55,Spizzirri E.,2,6,7,,,,3,1,68%,77% (37/48),52% (12/23),67% (2/3),32% (12/37),45% (13/29),50% (3/6),69% (48/70),38% (25/66),54% (73/136),7,0,91% (10/11),27% (3/11),59% (13/22),[],[],[],[],[],1.46
29.01. 02:50,Mmoh M.,2,6^3,6,6,,,6,3,69%,76% (52/68),52% (16/31),100% (5/5),29% (18/62),56% (10/18),100% (3/3),69% (68/99),35% (28/80),54% (96/179),4,0,100% (15/15),21% (3/14),62% (18/29),[],[],[],[],[],1.73
29.01. 02:50,Rybakov A.,1,7^7,3,2,,,5,1,78%,71% (44/62),44% (8/18),0% (0/3),24% (16/68),48% (15/31),0% (0/5),65% (52/80),31% (31/99),46% (83/179),6,0,79% (11/14),0% (0/15),38% (11/29),[],[],[],[],[],2.00
CHALLENGER MEN - SINGLES :  Savannah (USA),clay,header
24.04.2024,Mayo A.,1,4,6,2,,,2,5,43%,65% (22/34),50% (23/46),64% (7/11),43% (20/47),56% (10/18),71% (5/7),8,56% (45/80),46% (30/65),52% (75/145),3,64% (7/11),45% (5/11),55% (12/22),['5'],"['1', '3', '4']",[],[],[],3.50
24.04.2024,Mmoh M.,1,6,4,0,,,2,4,72%,57% (27/47),44% (8/18),29% (2/7),35% (12/34),50% (23/46),36% (4/11),9,54% (35/65),44% (35/80),48% (70/145),3,55% (6/11),36% (4/11),45% (10/22),[],"['2', '3', '5', '6']",['2'],[],[],1.28
CHALLENGER MEN - SINGLES :  Acapulco (Mexico),hard,header
17.04.2024,Mmoh M.,0,3,6^6,,,,6,6,54%,61% (27/44),47% (18/38),69% (9/13),40% (25/62),46% (11/24),25% (3/12),5,55% (45/82),42% (36/86),48% (81/168),3,60% (6/10),27% (3/11),43% (9/21),"['2', '5']","['1', '6', '3', '5', '6', '7']",[],[],[],2.89
17.04.2024,Pacheco Mendez R.,2,6,7^8,,,,3,3,72%,60% (37/62),54% (13/24),75% (9/12),39% (17/44),53% (20/38),31% (4/13),6,58% (50/86),45% (37/82),52% (87/168),5,73% (8/11),40% (4/10),57% (12/21),['1'],"['2', '6', '3']",[],[],[],1.39
ATP - SINGLES :  Houston (USA),clay,header
05.04.2024,Mmoh M.,0,3,1,,,,2,1,63%,63% (12/19),73% (8/11),67% (2/3),6% (1/17),38% (3/8),0% (0/0),5,67% (20/30),16% (4/25),44% (24/55),1,80% (4/5),0% (0/5),40% (4/10),['2'],[],[],[],[],1.40
05.04.2024,Etcheverry T. M.,1,6,0,,,,5,0,68%,94% (16/17),63% (5/8),0% (0/0),37% (7/19),27% (3/11),33% (1/3),6,84% (21/25),33% (10/30),56% (31/55),3,100% (5/5),20% (1/5),60% (6/10),[],[],[],[],[],3.00
05.04.2024,Mmoh M.,2,6,7,,,,7,0,71%,82% (32/39),63% (10/16),100% (1/1),29% (9/31),53% (18/34),50% (3/6),7,76% (42/55),42% (27/65),58% (69/120),5,100% (10/10),30% (3/10),65% (13/20),[],[],[],[],[],1.68
05.04.2024,Purcell M.,0,2,5,,,,5,4,48%,71% (22/31),47% (16/34),50% (3/6),18% (7/39),38% (6/16),0% (0/1),5,58% (38/65),24% (13/55),43% (51/120),1,70% (7/10),0% (0/10),35% (7/20),"['3', '5']",['6'],[],[],[],2.22
03.04.2024,Mmoh M.,2,6,7^7,,,,10,2,71%,73% (38/52),43% (9/21),67% (2/3),38% (16/42),57% (17/30),30% (3/10),6,64% (47/73),46% (33/72),55% (80/145),5,90% (9/10),30% (3/10),60% (12/20),[],"['3', '1', '3']",[],[],[],2.50
03.04.2024,Varillas J. P.,0,2,6^4,,,,1,1,58%,62% (26/42),43% (13/30),70% (7/10),27% (14/52),57% (12/21),33% (1/3),5,54% (39/72),36% (26/73),45% (65/145),2,70% (7/10),10% (1/10),40% (8/20),"['2', '4']","['3', '1', '3', '5', '6']",[],[],[],1.54
ATP - SINGLES :  Miami (USA) - Qualification,hard,header
19.03.2024,Mmoh M.,1,6,6^4,4,,,6,8,55%,74% (42/57),49% (23/47),71% (5/7),24% (13/55),40% (10/25),75% (3/4),20,20,46% (6/13),4,63% (65/104),29% (23/80),48% (88/184),5,87% (13/15),20% (3/15),53% (16/30),[],"['5', '2', '4', '7']",['1'],[],[],1.34
19.03.2024,Nakashima B.,2,2,7^7,6,,,19,1,69%,76% (42/55),60% (15/25),25% (1/4),26% (15/57),51% (24/47),29% (2/7),39,16,62% (16/26),6,71% (57/80),38% (39/104),52% (96/184),3,80% (12/15),13% (2/15),47% (14/30),"['3', '5']","['4', '2']",[],[],[],3.26
CHALLENGER MEN - SINGLES :  Phoenix (USA),hard,header
14.03.2024,Mmoh M.,0,6^4,2,,,,5,5,65%,66% (31/47),32% (8/25),50% (4/8),27% (12/44),48% (12/25),40% (2/5),5,54% (39/72),35% (24/69),45% (63/141),3,60% (6/10),20% (2/10),40% (8/20),"['2', '6', '5']","['2', '6']",[],[],[],2.02
14.03.2024,Fognini F.,2,7^7,6,,,,5,5,64%,73% (32/44),52% (13/25),60% (3/5),34% (16/47),68% (17/25),50% (4/8),6,65% (45/69),46% (33/72),55% (78/141),4,80% (8/10),40% (4/10),60% (12/20),"['4', '6']",[],[],[],[],1.74
ATP - SINGLES :  Indian Wells (USA) - Qualification,hard,header
05.03.2024,Mmoh M.,1,6,4,4,,,8,6,57%,69% (43/62),40% (19/47),71% (10/14),31% (19/62),56% (23/41),31% (4/13),28,25,83% (24/29),7,57% (62/109),41% (42/103),49% (104/212),4,71% (10/14),27% (4/15),48% (14/29),['1'],['1'],"['2', '4']",[],[],3.80
05.03.2024,Bagnis F.,2,3,6,6,,,3,7,60%,69% (43/62),44% (18/41),69% (9/13),31% (19/62),60% (28/47),29% (4/14),26,23,74% (29/39),7,59% (61/103),43% (47/109),51% (108/212),3,73% (11/15),29% (4/14),52% (15/29),"['1', '4', '6']",[],['3'],[],[],1.27
ATP - SINGLES :  Acapulco (Mexico),hard,header
28.02.2024,Mmoh M.,0,2,3,,,,2,6,58%,71% (22/31),27% (6/22),50% (3/6),14% (4/29),48% (12/25),0% (0/5),8,14,80% (4/5),4,53% (28/53),30% (16/54),41% (44/107),1,63% (5/8),0% (0/9),29% (5/17),"['2', '6']",['3'],[],[],[],3.42
28.02.2024,Rune H.,2,6,6,,,,6,2,54%,86% (25/29),52% (13/25),100% (5/5),29% (9/31),73% (16/22),50% (3/6),24,7,71% (10/14),5,70% (38/54),47% (25/53),59% (63/107),3,100% (9/9),38% (3/8),71% (12/17),[],[],[],[],[],1.32
ATP - SINGLES :  Acapulco (Mexico) - Qualification,hard,header
26.02.2024,Mmoh M.,2,6,1,6,,,2,4,68%,74% (28/38),50% (9/18),60% (3/5),46% (23/50),64% (14/22),45% (5/11),26,10,50% (8/16),11,66% (37/56),51% (37/72),58% (74/128),6,80% (8/10),45% (5/11),62% (13/21),[],"['2', '5']",[],[],[],1.52
26.02.2024,Nishioka Y.,1,2,6,0,,,2,3,69%,54% (27/50),36% (8/22),55% (6/11),26% (10/38),50% (9/18),40% (2/5),25,10,56% (10/18),7,49% (35/72),34% (19/56),42% (54/128),3,55% (6/11),20% (2/10),38% (8/21),"['1', '4']",[],"['2', '4', '6']",[],[],2.29
25.02.2024,Mmoh M.,0,4,,,,,4,0,89%,88% (7/8),100% (1/1),0% (0/0),57% (4/7),64% (7/11),100% (2/2),7,1,0% (0/0),12,89% (8/9),61% (11/18),70% (19/27),4,100% (2/2),67% (2/3),80% (4/5),[],[],[],[],[],2.31
25.02.2024,Kokkinakis T.,0,1,,,,,1,2,39%,43% (3/7),36% (4/11),0% (0/2),13% (1/8),0% (0/1),0% (0/0),4,5,0% (0/1),3,39% (7/18),11% (1/9),30% (8/27),1,33% (1/3),0% (0/2),20% (1/5),"['2', '4']",[],[],[],[],1.62
ATP - SINGLES :  Dallas (USA),hard,header
08.02.2024,Mmoh M.,0,3,3,,,,6,1,77%,68% (27/40),42% (5/12),50% (3/6),7% (2/29),10% (1/10),0% (0/0),13,6,46% (6/13),5,62% (32/52),8% (3/39),38% (35/91),1,67% (6/9),0% (0/9),33% (6/18),['2'],"['3', '6']",[],[],[],3.53
08.02.2024,Shelton B.,2,6,6,,,,7,0,74%,93% (27/29),90% (9/10),0% (0/0),33% (13/40),58% (7/12),50% (3/6),23,2,86% (12/14),8,92% (36/39),38% (20/52),62% (56/91),3,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],1.31
07.02.2024,Mmoh M.,2,7,6,,,,0,2,61%,87% (26/30),53% (10/19),0% (0/2),43% (20/46),65% (13/20),71% (5/7),14,5,78% (7/9),10,73% (36/49),50% (33/66),60% (69/115),5,80% (8/10),50% (5/10),65% (13/20),"['4', '5']",[],[],[],[],2.22
07.02.2024,Nava E.,0,5,2,,,,1,1,70%,57% (26/46),35% (7/20),29% (2/7),13% (4/30),47% (9/19),100% (2/2),14,16,73% (11/15),5,50% (33/66),27% (13/49),40% (46/115),2,50% (5/10),20% (2/10),35% (7/20),"['3', '4', '6']","['2', '4']",[],[],[],1.68
ATP - SINGLES :  Montpellier (France),hard,header
02.02.2024,Mmoh M.,0,6^6,4,,,,8,7,69%,69% (42/61),41% (11/27),78% (7/9),25% (11/44),32% (9/28),25% (1/4),4,60% (53/88),28% (20/72),46% (73/160),2,82% (9/11),9% (1/11),45% (10/22),"['2', '3', '5', '8']",['2'],[],[],[],1.22
02.02.2024,Rune H.,2,7^8,6,,,,17,1,61%,75% (33/44),68% (19/28),75% (3/4),31% (19/61),59% (16/27),22% (2/9),6,72% (52/72),40% (35/88),54% (87/160),3,91% (10/11),18% (2/11),55% (12/22),"['2', '3', '5']",[],[],[],[],4.39
31.01.2024,Mmoh M.,2,6,6,,,,4,2,59%,71% (25/35),58% (14/24),33% (1/3),33% (10/30),64% (14/22),100% (4/4),8,66% (39/59),46% (24/52),57% (63/111),4,80% (8/10),40% (4/10),60% (12/20),[],"['2', '4']",[],[],[],2.12
31.01.2024,Muller A.,0,4,4,,,,0,2,58%,67% (20/30),36% (8/22),0% (0/4),29% (10/35),42% (10/24),67% (2/3),5,54% (28/52),34% (20/59),43% (48/111),3,60% (6/10),20% (2/10),40% (8/20),['3'],"['2', '4', '5']",[],[],[],1.74
29.01.2024,Mmoh M.,2,6,7,,,,10,0,80%,75% (41/55),57% (8/14),100% (2/2),20% (6/30),44% (12/27),67% (2/3),7,71% (49/69),32% (18/57),53% (67/126),3,100% (11/11),20% (2/10),62% (13/21),[],[],[],[],[],1.63
29.01.2024,Bonzi B.,0,3,5,,,,6,2,53%,80% (24/30),56% (15/27),33% (1/3),25% (14/55),43% (6/14),0% (0/2),5,68% (39/57),29% (20/69),47% (59/126),1,80% (8/10),0% (0/11),38% (8/21),['5'],['6'],[],[],[],2.32
CHALLENGER MEN - SINGLES :  Quimper (France),hard,header
24.01.2024,Mmoh M.,0,6^7,5,,,,7,2,71%,78% (40/51),43% (9/21),63% (5/8),20% (10/51),50% (16/32),67% (2/3),6,68% (49/72),31% (26/83),48% (75/155),4,75% (9/12),17% (2/12),46% (11/24),"['2', '8']","['1', '4', '6']",[],[],[],1.61
24.01.2024,Herbert P.,2,7^9,7,,,,13,9,61%,80% (41/51),50% (16/32),33% (1/3),22% (11/51),57% (12/21),38% (3/8),7,69% (57/83),32% (23/72),52% (80/155),3,83% (10/12),25% (3/12),54% (13/24),['4'],"['3', '5']",[],[],[],2.22
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
09.01.2024,Mmoh M.,0,1,3,,,,3,2,61%,48% (15/31),35% (7/20),38% (3/8),26% (9/34),50% (7/14),33% (1/3),10,16,43% (3/7),5,43% (22/51),33% (16/48),38% (38/99),3,38% (3/8),13% (1/8),25% (4/16),"['1', '4', '6']","['2', '5']",[],[],[],1.34
09.01.2024,Meligeni Alves F.,2,6,6,,,,4,2,71%,74% (25/34),50% (7/14),67% (2/3),52% (16/31),65% (13/20),63% (5/8),22,19,70% (7/10),6,67% (32/48),57% (29/51),62% (61/99),7,88% (7/8),63% (5/8),75% (12/16),[],['2'],[],[],[],3.26
CHALLENGER MEN - SINGLES :  Canberra (Australia),hard,header
03.01.2024,Mmoh M.,1,7^7,1,6^5,,,10,3,67%,72% (56/78),44% (17/39),57% (4/7),15% (9/59),42% (16/38),0% (0/1),6,62% (73/117),26% (25/97),46% (98/214),3,81% (13/16),0% (0/15),42% (13/31),['2'],"['2', '4', '6']","['2', '4', '6']",[],[],1.28
03.01.2024,Schoolkate T.,2,6^4,6,7^7,,,22,6,61%,85% (50/59),58% (22/38),100% (1/1),28% (22/78),56% (22/39),43% (3/7),10,74% (72/97),38% (44/117),54% (116/214),7,100% (15/15),19% (3/16),58% (18/31),"['1', '4']",[],"['2', '4']",[],[],3.50
01.01.2024,Mmoh M.,2,6,6,,,,5,1,66%,84% (26/31),69% (11/16),100% (1/1),33% (10/30),53% (10/19),100% (3/3),11,79% (37/47),41% (20/49),59% (57/96),3,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],1.33
01.01.2024,Ajdukovic D.,0,2,4,,,,8,3,61%,67% (20/30),47% (9/19),0% (0/3),16% (5/31),31% (5/16),0% (0/1),5,59% (29/49),21% (10/47),41% (39/96),1,67% (6/9),0% (0/9),33% (6/18),"['1', '5']",['2'],[],[],[],3.19
CHALLENGER MEN - SINGLES :  Yokkaichi (Japan),hard,header
03.12.2023,Mmoh M.,0,2,6^2,,,,6,4,67%,54% (30/56),48% (13/27),64% (7/11),29% (12/41),43% (10/23),50% (2/4),6,52% (43/83),34% (22/64),44% (65/147),3,60% (6/10),20% (2/10),40% (8/20),"['1', '5']","['2', '6', '1', '4', '6', '7']",[],[],[],2.40
03.12.2023,Bergs Z.,2,6,7^7,,,,3,2,64%,71% (29/41),57% (13/23),50% (2/4),46% (26/56),52% (14/27),36% (4/11),6,66% (42/64),48% (40/83),56% (82/147),3,80% (8/10),40% (4/10),60% (12/20),[],"['2', '6', '2']",[],[],[],1.55
02.12.2023,Mmoh M.,2,6,6,,,,4,2,69%,88% (29/33),40% (6/15),100% (2/2),47% (16/34),55% (11/20),50% (4/8),6,72% (36/50),50% (27/54),61% (63/104),3,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.28
02.12.2023,Wong C.,0,2,2,,,,0,1,63%,53% (18/34),45% (9/20),50% (4/8),12% (4/33),60% (9/15),0% (0/2),3,50% (27/54),28% (14/50),39% (41/104),1,50% (4/8),0% (0/8),25% (4/16),"['2', '5']","['2', '5']",[],[],[],3.56
01.12.2023,Mmoh M.,2,6,6,,,,2,2,56%,55% (17/31),54% (13/24),43% (3/7),48% (15/31),71% (22/31),50% (7/14),8,55% (30/55),60% (37/62),57% (67/117),4,56% (5/9),78% (7/9),67% (12/18),"['1', '2', '3']",['3'],[],[],[],3.07
01.12.2023,Tu L.,0,3,3,,,,0,5,50%,52% (16/31),29% (9/31),50% (7/14),45% (14/31),46% (11/24),57% (4/7),3,40% (25/62),45% (25/55),43% (50/117),2,22% (2/9),44% (4/9),33% (6/18),"['1', '3', '4', '5']","['1', '4', '6']",[],[],[],1.36
