Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,299/212,29/33,183/122,68/40,11/14,8/3
2024,8/12,2/2,3/7,3/3,-,-
2023,31/21,0/1,27/14,1/4,3/2,-
2022,44/29,8/7,18/12,17/8,1/2,-
2021,19/18,2/3,14/11,3/4,-,-
2020,21/12,3/1,6/5,4/3,-,8/3
2019,20/21,0/1,12/16,8/3,0/1,-
2018,47/26,6/4,22/13,14/5,5/4,-
2017,35/28,1/4,26/16,6/4,2/4,-
2016,37/21,0/1,27/17,10/2,0/1,-
2015,22/15,5/5,15/6,2/4,-,-
2014,13/6,0/1,13/5,-,-,-
2013,0/1,0/1,-,-,-,-
2012,2/2,2/2,-,-,-,-
