Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,41/54,12/27,23/18,6/9,-,-
2024,17/12,3/4,11/5,3/3,-,-
2023,13/17,4/6,6/6,3/5,-,-
2022,6/12,0/4,6/7,0/1,-,-
2021,5/13,5/13,-,-,-,-
