Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,25/24,8/8,17/16,-,-,-
2024,0/2,-,0/2,-,-,-
2023,7/3,-,7/3,-,-,-
2015,18/15,8/8,10/7,-,-,-
2014,0/2,-,0/2,-,-,-
2013,0/2,-,0/2,-,-,-
