Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,26/23,1/2,16/17,-,-,9/4
2024,5/2,-,-,-,-,5/2
2023,7/6,-,3/4,-,-,4/2
2022,7/5,-,7/5,-,-,-
2021,4/7,-,4/7,-,-,-
2020,2/1,-,2/1,-,-,-
2019,1/2,1/2,-,-,-,-
