Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/211,61/110,62/82,7/19,-,-
2024,1/4,1/3,0/1,-,-,-
2023,20/39,12/19,6/12,2/8,-,-
2022,14/33,10/20,3/10,1/3,-,-
2021,16/25,10/17,6/7,0/1,-,-
2020,1/10,0/7,-,1/3,-,-
2019,8/22,5/13,2/7,1/2,-,-
2018,6/4,2/2,4/2,-,-,-
2017,9/11,5/9,4/2,-,-,-
2016,2/5,0/1,2/4,-,-,-
2015,20/20,8/8,12/12,-,-,-
2014,13/16,2/5,9/9,2/2,-,-
2013,19/17,6/3,13/14,-,-,-
2012,1/5,0/3,1/2,-,-,-
