Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,95/233,29/69,62/154,2/10,-,2/0
2024,10/26,0/2,10/22,0/2,-,-
2023,15/28,2/7,13/19,0/2,-,-
2022,10/25,1/3,7/20,2/2,-,-
2021,1/22,0/3,1/17,0/2,-,-
2020,7/15,0/3,5/12,-,-,2/0
2019,13/36,3/9,10/25,0/2,-,-
2018,8/28,2/10,6/18,-,-,-
2017,14/26,7/12,7/14,-,-,-
2016,12/22,10/17,2/5,-,-,-
2015,5/5,4/3,1/2,-,-,-
