Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,279/212,195/129,13/13,71/70,-,-
2024,42/20,39/17,-,3/3,-,-
2023,25/26,22/19,-,3/7,-,-
2022,26/27,26/26,-,0/1,-,-
2021,47/19,47/19,-,-,-,-
2020,5/3,5/3,-,-,-,-
2019,17/17,12/8,1/2,4/7,-,-
2018,26/20,8/8,5/3,13/9,-,-
2017,23/23,8/8,2/3,13/12,-,-
2016,28/24,15/13,3/3,10/8,-,-
2015,31/23,13/7,2/2,16/14,-,-
2014,8/8,0/1,-,8/7,-,-
2013,0/1,-,-,0/1,-,-
2012,1/1,-,-,1/1,-,-
