Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,192/173,75/78,86/67,18/24,-,13/4
2024,21/30,10/21,5/7,6/2,-,-
2023,29/30,19/15,4/6,4/9,-,2/0
2022,40/30,14/9,14/12,1/5,-,11/4
2021,35/19,3/4,32/15,-,-,-
2020,1/3,-,1/3,-,-,-
2019,22/18,-,19/17,3/1,-,-
2018,22/15,14/10,7/4,1/1,-,-
2017,9/12,8/8,0/1,1/3,-,-
2016,8/13,4/9,4/2,0/2,-,-
2015,5/3,3/2,-,2/1,-,-
