Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,226/214,140/144,63/50,23/20,-,-
2024,18/16,16/14,1/1,1/1,-,-
2023,23/27,9/14,8/9,6/4,-,-
2022,29/21,8/9,19/10,2/2,-,-
2021,3/6,1/2,2/3,0/1,-,-
2020,3/8,0/4,1/2,2/2,-,-
2019,21/23,7/10,14/11,0/2,-,-
2018,21/18,18/15,2/2,1/1,-,-
2017,43/23,37/18,1/2,5/3,-,-
2016,11/18,11/17,-,0/1,-,-
2015,29/18,13/10,10/5,6/3,-,-
2014,13/18,11/15,2/3,-,-,-
2013,5/10,2/8,3/2,-,-,-
2012,5/6,5/6,-,-,-,-
2011,2/2,2/2,-,-,-,-
