Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,20/28,19/26,1/2,-,-,-
2024,11/12,11/12,-,-,-,-
2023,7/11,6/9,1/2,-,-,-
2022,2/5,2/5,-,-,-,-
