Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,39/47,20/25,19/22,-,-,-
2023,13/10,5/5,8/5,-,-,-
2022,8/16,2/7,6/9,-,-,-
2021,11/13,11/11,0/2,-,-,-
2020,1/2,-,1/2,-,-,-
2019,5/4,2/2,3/2,-,-,-
2018,1/2,-,1/2,-,-,-
