Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,98/82,88/73,10/9,-,-,-
2024,5/4,5/4,-,-,-,-
2023,20/16,14/12,6/4,-,-,-
2022,27/23,25/21,2/2,-,-,-
2021,18/10,16/8,2/2,-,-,-
2020,1/2,1/2,-,-,-,-
2019,12/10,12/10,-,-,-,-
2018,9/6,9/5,0/1,-,-,-
2017,6/10,6/10,-,-,-,-
2015,0/1,0/1,-,-,-,-
