Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,92/44,44/23,45/18,3/3,-,-
2024,35/11,-,35/11,-,-,-
2023,25/18,21/14,4/4,-,-,-
2022,29/11,20/7,6/3,3/1,-,-
2021,3/2,3/1,-,0/1,-,-
2019,0/2,0/1,-,0/1,-,-
