Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,152/89,62/38,88/45,2/4,0/2,-
2024,44/19,18/10,24/5,2/2,0/2,-
2023,49/31,16/12,33/17,0/2,-,-
2022,43/24,23/12,20/12,-,-,-
2021,11/10,5/4,6/6,-,-,-
2020,5/5,-,5/5,-,-,-
