Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,188/151,26/31,119/84,39/27,4/9,-
2024,25/25,5/8,18/12,0/1,2/4,-
2023,43/27,0/5,34/15,7/2,2/5,-
2022,41/31,4/4,22/18,15/9,-,-
2021,20/17,2/3,11/10,7/4,-,-
2020,7/8,-,3/4,4/4,-,-
2019,19/14,2/1,13/10,4/3,-,-
2018,19/14,3/2,15/10,1/2,-,-
2017,5/6,3/1,1/4,1/1,-,-
2016,7/6,5/4,2/1,0/1,-,-
2015,2/3,2/3,-,-,-,-
