Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,107/94,13/10,94/84,-,-,-
2023,33/18,12/7,21/11,-,-,-
2022,24/16,-,24/16,-,-,-
2021,5/12,1/3,4/9,-,-,-
2020,9/8,-,9/8,-,-,-
2019,6/8,-,6/8,-,-,-
2018,11/9,-,11/9,-,-,-
2017,15/13,-,15/13,-,-,-
2016,2/7,-,2/7,-,-,-
2015,2/3,-,2/3,-,-,-
