Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,35/28,15/16,17/8,3/4,-,-
2024,13/8,1/3,11/4,1/1,-,-
2023,16/8,13/6,2/1,1/1,-,-
2022,4/2,0/1,4/1,-,-,-
2021,1/5,1/4,0/1,-,-,-
2020,1/2,-,0/1,1/1,-,-
2019,0/3,0/2,-,0/1,-,-
