Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,13/24,7/16,6/8,-,-,-
2024,2/6,2/4,0/2,-,-,-
2023,5/8,2/5,3/3,-,-,-
2022,6/10,3/7,3/3,-,-,-
