Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,124/85,45/41,77/38,0/4,1/2,1/0
2024,29/24,17/13,10/7,0/2,1/2,1/0
2023,64/27,17/14,47/11,0/2,-,-
2022,18/18,10/9,8/9,-,-,-
2021,3/11,1/5,2/6,-,-,-
2020,10/5,-,10/5,-,-,-
