Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,28/8,17/5,7/2,-,-,4/1
2024,17/4,10/2,3/1,-,-,4/1
2023,7/3,7/3,-,-,-,-
2022,4/1,-,4/1,-,-,-
