Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,255/174,122/61,87/72,43/38,-,3/3
2024,43/18,39/13,1/1,2/4,-,1/0
2023,33/30,14/12,12/10,7/7,-,0/1
2022,26/23,6/6,5/7,15/9,-,0/1
2021,24/16,13/6,4/5,7/5,-,-
2020,11/6,4/2,5/2,1/1,-,1/1
2019,17/19,0/1,12/15,4/3,-,1/0
2018,31/20,2/1,25/16,4/3,-,-
2017,28/16,22/9,5/6,1/1,-,-
2016,21/10,12/6,9/2,0/2,-,-
2015,17/11,10/5,6/4,1/2,-,-
2014,3/4,-,3/4,-,-,-
2013,1/1,-,-,1/1,-,-
