Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,66/47,65/45,1/2,-,-,-
2024,28/14,28/14,-,-,-,-
2023,35/20,35/20,-,-,-,-
2022,3/10,2/8,1/2,-,-,-
2021,0/3,0/3,-,-,-,-
