Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,258/184,14/21,197/120,28/30,19/13,-
2024,20/21,0/1,17/15,1/1,2/4,-
2023,55/20,-,41/16,2/1,12/3,-
2022,27/23,1/5,16/8,7/7,3/3,-
2021,28/20,3/3,23/15,2/2,-,-
2020,6/7,-,5/5,1/2,-,-
2019,25/21,1/3,22/13,2/5,-,-
2018,17/23,-,14/17,1/3,2/3,-
2017,34/26,9/8,17/11,8/7,-,-
2016,39/17,-,35/15,4/2,-,-
2014,0/1,-,0/1,-,-,-
2013,6/2,0/1,6/1,-,-,-
2012,0/1,-,0/1,-,-,-
2008,1/2,-,1/2,-,-,-
