Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,262/123,28/22,198/74,17/13,19/14,-
2024,29/21,1/1,24/15,-,4/5,-
2023,38/32,0/3,29/19,3/6,6/4,-
2022,50/25,15/6,34/16,1/3,-,-
2021,79/10,-,66/7,13/3,-,-
2020,28/3,-,28/2,-,0/1,-
2014,17/12,9/8,4/3,-,4/1,-
2012,11/9,2/2,7/5,0/1,2/1,-
2011,10/11,1/2,6/7,-,3/2,-
