Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,17/20,16/16,1/2,0/2,-,-
2022,0/1,0/1,-,-,-,-
2021,5/6,4/2,1/2,0/2,-,-
2016,2/2,2/2,-,-,-,-
2015,1/2,1/2,-,-,-,-
2014,6/6,6/6,-,-,-,-
2013,3/3,3/3,-,-,-,-
