Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,138/100,62/38,70/56,2/2,-,4/4
2024,2/1,-,-,-,-,2/1
2023,15/8,5/2,10/4,0/1,-,0/1
2022,25/18,13/9,10/7,-,-,2/2
2021,36/20,26/14,10/6,-,-,-
2020,28/16,17/8,9/7,2/1,-,-
2019,4/10,0/3,4/7,-,-,-
2018,13/11,-,13/11,-,-,-
2017,1/3,-,1/3,-,-,-
2016,6/10,1/2,5/8,-,-,-
2015,8/3,-,8/3,-,-,-
