Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
08.09.2024,Agarwal R.,1,,,,,,1,0,63%,69% (18/26),73% (11/15),100% (5/5),30% (7/23),61% (14/23),25% (2/8),71% (29/41),46% (21/46),57% (50/87),8,0,100% (6/6),40% (2/5),73% (8/11),"['3', '1']","['1', '0']",[],[],[],1.92
08.09.2024,Romios M. C.,0,,,,,,4,4,50%,70% (16/23),39% (9/23),75% (6/8),31% (8/26),27% (4/15),0% (0/5),54% (25/46),29% (12/41),43% (37/87),2,0,60% (3/5),0% (0/6),27% (3/11),[],[],[],[],[],1.82
12.05.2024,Takahashi Y.,2,,,,,,1,0,63%,89% (17/19),100% (11/11),0% (0/0),42% (11/26),72% (13/18),71% (5/7),93% (28/30),55% (24/44),70% (52/74),10,0,100% (7/7),71% (5/7),86% (12/14),"['2', '1', '4', '1', '6', '1']","['3', '1', '5', '1']",[],[],[],1.25
12.05.2024,Romios M. C.,0,,,,,,1,2,59%,58% (15/26),28% (5/18),29% (2/7),11% (2/19),0% (0/11),0% (0/0),45% (20/44),7% (2/30),30% (22/74),0,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],3.76
08.04.2024,Mena F.,2,,,,,,2,1,71%,75% (24/32),77% (10/13),0% (0/1),36% (12/33),67% (14/21),57% (4/7),76% (34/45),48% (26/54),61% (60/99),8,0,89% (8/9),50% (4/8),71% (12/17),"['3', '1', '6', '4']","['2', '0', '5', '1']",[],[],[],1.17
08.04.2024,Romios M. C.,0,,,,,,6,3,61%,64% (21/33),33% (7/21),43% (3/7),25% (8/32),23% (3/13),100% (1/1),52% (28/54),24% (11/45),39% (39/99),2,0,50% (4/8),11% (1/9),29% (5/17),"['3', '4']",[],[],[],[],4.74
07.04.2024,Romios M. C.,2,,,,,,24,2,74%,85% (45/53),47% (9/19),0% (0/1),25% (14/57),57% (13/23),50% (2/4),75% (54/72),34% (27/80),53% (81/152),5,0,93% (13/14),15% (2/13),56% (15/27),"['2', '0']",[],"['3', '1']",[],[],2.50
07.04.2024,Clark E.,1,,,,,,2,7,71%,75% (43/57),43% (10/23),50% (2/4),15% (8/53),53% (10/19),100% (1/1),66% (53/80),25% (18/72),47% (71/152),5,0,85% (11/13),7% (1/14),44% (12/27),[],"['5', '3']",[],[],[],1.50
24.03.2024,Sanchez Izquierdo N.,2,,,,,,1,2,73%,72% (26/36),62% (8/13),100% (4/4),59% (16/27),62% (13/21),63% (5/8),69% (34/49),60% (29/48),65% (63/97),5,0,100% (7/7),83% (5/6),92% (12/13),"['2', '0', '4', '0', '6', '0']","['2', '0', '4', '0']",[],[],[],1.13
24.03.2024,Romios M. C.,0,,,,,,1,1,56%,41% (11/27),38% (8/21),38% (3/8),28% (10/36),38% (5/13),0% (0/4),40% (19/48),31% (15/49),35% (34/97),5,2,17% (1/6),0% (0/7),8% (1/13),[],[],[],[],[],5.54
27.01.2024,Imai S.,2,,,,,,1,0,57%,88% (30/34),54% (14/26),0% (0/1),43% (16/37),52% (13/25),50% (3/6),73% (44/60),47% (29/62),60% (73/122),6,0,90% (9/10),33% (3/9),63% (12/19),"['4', '5']","['2', '0', '4', '0']",[],[],[],1.54
27.01.2024,Romios M. C.,0,,,,,,5,1,60%,57% (21/37),48% (12/25),50% (3/6),12% (4/34),46% (12/26),100% (1/1),53% (33/62),27% (16/60),40% (49/122),4,0,67% (6/9),10% (1/10),37% (7/19),"['5', '3']",[],[],[],[],2.40
30.12.2023,Molleker R.,2,,,,,,11,2,69%,79% (33/42),74% (14/19),100% (4/4),38% (17/45),45% (10/22),33% (2/6),77% (47/61),40% (27/67),58% (74/128),100% (10/10),20% (2/10),60% (12/20),"['3', '1', '6', '2']",[],[],[],[],1.22
30.12.2023,Romios M. C.,0,,,,,,6,0,67%,62% (28/45),55% (12/22),67% (4/6),21% (9/42),26% (5/19),0% (0/4),60% (40/67),23% (14/61),42% (54/128),80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],4.06
29.10.2023,Dellavedova M.,2,,,,,,2,0,80%,67% (47/70),71% (12/17),33% (1/3),35% (19/54),43% (17/40),38% (3/8),68% (59/87),38% (36/94),52% (95/181),86% (12/14),21% (3/14),54% (15/28),[],"['1', '0']","['3', '1', '5', '1']",[],[],1.43
29.10.2023,Romios M. C.,1,,,,,,5,2,57%,65% (35/54),57% (23/40),63% (5/8),33% (23/70),29% (5/17),67% (2/3),62% (58/94),32% (28/87),48% (86/181),79% (11/14),14% (2/14),46% (13/28),[],"['2', '2', '4', '2']",[],[],[],2.71
28.10.2023,Romios M. C.,2,,,,,,7,0,68%,82% (28/34),63% (10/16),100% (1/1),41% (16/39),54% (13/24),31% (4/13),76% (38/50),46% (29/63),59% (67/113),100% (8/8),50% (4/8),75% (12/16),"['3', '1', '5', '1']",[],[],[],[],2.51
28.10.2023,Fancutt T. J.,0,,,,,,2,3,62%,59% (23/39),46% (11/24),69% (9/13),18% (6/34),38% (6/16),0% (0/1),54% (34/63),24% (12/50),41% (46/113),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],1.49
10.09.2023,Sakellaridis S.,0,,,,,,1,0,74%,86% (12/14),80% (4/5),0% (0/0),31% (4/13),63% (5/8),50% (1/2),84% (16/19),43% (9/21),63% (25/40),100% (4/4),33% (1/3),71% (5/7),"['4', '2']",[],[],[],[],1.38
10.09.2023,Romios M. C.,0,,,,,,3,2,62%,69% (9/13),38% (3/8),50% (1/2),14% (2/14),20% (1/5),0% (0/0),57% (12/21),16% (3/19),38% (15/40),67% (2/3),0% (0/4),29% (2/7),[],[],[],[],[],2.91
04.09.2023,Mu T.,2,,,,,,3,0,69%,88% (22/25),91% (10/11),0% (0/0),34% (10/29),72% (13/18),67% (4/6),89% (32/36),49% (23/47),66% (55/83),100% (8/8),50% (4/8),75% (12/16),"['6', '4']","['2', '0', '4', '0', '6', '0']",[],[],[],1.51
04.09.2023,Romios M. C.,0,,,,,,6,0,62%,66% (19/29),28% (5/18),33% (2/6),12% (3/25),9% (1/11),0% (0/0),51% (24/47),11% (4/36),34% (28/83),50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.50
04.09.2023,Romios M. C.,2,,,,,,12,0,68%,78% (28/36),65% (11/17),0% (0/1),31% (12/39),75% (15/20),50% (3/6),74% (39/53),42% (23/55),57% (62/108),90% (9/10),30% (3/10),60% (12/20),"['2', '1']","['3', '4', '5', '4']",[],[],[],5.05
04.09.2023,Sinclair C.,0,,,,,,5,1,66%,69% (27/39),25% (5/20),50% (3/6),22% (8/36),35% (6/17),100% (1/1),58% (32/55),26% (14/53),43% (46/108),70% (7/10),10% (1/10),40% (8/20),[],"['4', '2']",[],[],[],1.14
28.08.2023,Sheyngezikht L.,2,,,,,,1,6,67%,68% (39/57),57% (16/28),57% (4/7),19% (12/64),66% (27/41),33% (4/12),65% (55/85),37% (39/105),49% (94/190),79% (11/14),27% (4/15),52% (15/29),"['1', '0', '4', '3']",[],"['2', '0', '6', '4']",[],[],3.29
28.08.2023,Romios M. C.,1,,,,,,11,5,61%,81% (52/64),34% (14/41),67% (8/12),32% (18/57),43% (12/28),43% (3/7),63% (66/105),35% (30/85),51% (96/190),73% (11/15),21% (3/14),48% (14/29),"['1', '1']","['2', '0']","['4', '5']",[],[],1.31
27.08.2023,Romios M. C.,2,,,,,,8,2,57%,78% (21/27),60% (12/20),50% (1/2),42% (19/45),56% (9/16),44% (4/9),70% (33/47),46% (28/61),56% (61/108),89% (8/9),44% (4/9),67% (12/18),"['1', '0', '3', '0', '5', '2']","['1', '0']",[],[],[],3.72
27.08.2023,Karlovskiy E.,0,,,,,,0,1,74%,58% (26/45),44% (7/16),56% (5/9),22% (6/27),40% (8/20),50% (1/2),54% (33/61),30% (14/47),44% (47/108),56% (5/9),11% (1/9),33% (6/18),"['2', '4']",[],[],[],[],1.26
16.07.2023,Sanchez Jover C.,2,,,,,,1,4,64%,68% (25/37),57% (12/21),71% (5/7),42% (10/24),68% (17/25),71% (5/7),64% (37/58),55% (27/49),60% (64/107),78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '2']","['1', '2', '3', '2', '5', '2']",[],[],[],1.10
16.07.2023,Romios M. C.,0,,,,,,2,4,49%,58% (14/24),32% (8/25),29% (2/7),32% (12/37),43% (9/21),29% (2/7),45% (22/49),36% (21/58),40% (43/107),44% (4/9),22% (2/9),33% (6/18),"['2', '2']","['2', '0']",[],[],[],6.34
