Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,32/45,25/36,2/4,5/5,-,-
2024,16/15,11/12,-,5/3,-,-
2023,3/8,2/5,1/3,-,-,-
2022,1/1,1/1,-,-,-,-
2018,1/6,1/5,-,0/1,-,-
2017,10/12,9/10,1/1,0/1,-,-
2016,1/2,1/2,-,-,-,-
2015,0/1,0/1,-,-,-,-
