Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,161/128,20/45,97/50,44/33,-,-
2024,39/25,1/5,27/15,11/5,-,-
2023,44/29,4/10,26/11,14/8,-,-
2022,37/21,0/5,31/11,6/5,-,-
2020,7/14,0/2,7/11,0/1,-,-
2019,18/23,6/15,3/1,9/7,-,-
2018,9/7,7/4,-,2/3,-,-
2017,1/4,1/2,-,0/2,-,-
2016,6/5,1/2,3/1,2/2,-,-
