Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
08.07.,Schoolkate T.,2,,,,,,10,7,55%,74% (35/47),46% (18/39),63% (5/8),34% (16/47),52% (15/29),38% (3/8),34,28,68% (19/28),62% (53/86),41% (31/76),52% (84/162),8,0,75% (9/12),25% (3/12),50% (12/24),"['1', '0', '4', '1']","['3', '1']",[],[],[],2.04
08.07.,Bolt A.,0,,,,,,6,6,62%,66% (31/47),48% (14/29),63% (5/8),26% (12/47),54% (21/39),38% (3/8),31,32,71% (15/21),59% (45/76),38% (33/86),48% (78/162),2,0,75% (9/12),25% (3/12),50% (12/24),"['2', '4', '5', '5']","['2', '3']",[],[],[],1.71
01.07.,Shelton B.,3,,,,,,15,6,67%,82% (59/72),53% (19/36),50% (1/2),28% (22/78),49% (18/37),29% (2/7),42,23,43% (6/14),72% (78/108),35% (40/115),53% (118/223),7,0,94% (16/17),12% (2/17),53% (18/34),2509,"['4', '4', '6', '4']",[],[],[],[],1.26
01.07.,Bolt A.,0,,,,,,7,5,68%,72% (56/78),51% (19/37),71% (5/7),18% (13/72),47% (17/36),50% (1/2),31,28,71% (25/35),65% (75/115),28% (30/108),47% (105/223),3,0,88% (15/17),6% (1/17),47% (16/34),2433,"['4', '3']",[],[],[],[],4.01
26.06.,Bolt A.,3,,,,,,6,2,62%,81% (39/48),60% (18/30),100% (3/3),38% (19/50),61% (22/36),38% (5/13),27,21,65% (15/23),73% (57/78),48% (41/86),60% (98/164),5,0,100% (13/13),42% (5/12),72% (18/25),2011,"['3', '1', '5', '1']","['1', '0', '3', '0']","['3', '2']",[],[],1.70
26.06.,Landaluce M.,0,,,,,,0,5,58%,62% (31/50),39% (14/36),62% (8/13),19% (9/48),40% (12/30),0% (0/3),13,28,60% (3/5),52% (45/86),27% (21/78),40% (66/164),5,1,58% (7/12),0% (0/13),28% (7/25),1967,[],[],[],[],[],2.15
25.06.,Bolt A.,2,,,,,,9,1,75%,75% (44/59),65% (13/20),33% (1/3),33% (20/61),29% (8/28),25% (2/8),41,24,83% (25/30),72% (57/79),31% (28/89),51% (85/168),5,0,86% (12/14),14% (2/14),50% (14/28),2358,[],[],"['2', '1', '4', '1']",[],[],1.27
25.06.,Spizzirri E.,1,,,,,,8,0,69%,67% (41/61),71% (20/28),75% (6/8),25% (15/59),35% (7/20),67% (2/3),28,18,69% (9/13),69% (61/89),28% (22/79),49% (83/168),5,1,86% (12/14),14% (2/14),50% (14/28),2499,[],"['3', '1', '6', '2']",[],[],[],3.80
23.06.,Bolt A.,2,,,,,,4,2,58%,74% (26/35),76% (19/25),100% (1/1),32% (10/31),45% (9/20),40% (2/5),27,18,64% (18/28),75% (45/60),37% (19/51),58% (64/111),6,0,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['4', '3']",[],[],[],1.62
23.06.,Mayot H.,0,,,,,,4,1,61%,68% (21/31),55% (11/20),60% (3/5),26% (9/35),24% (6/25),0% (0/1),20,18,53% (8/15),63% (32/51),25% (15/60),42% (47/111),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.31
16.06.,Fearnley J.,2,,,,,,6,7,61%,93% (28/30),42% (8/19),0% (0/0),29% (9/31),53% (10/19),100% (3/3),73% (36/49),38% (19/50),56% (55/99),7,0,100% (9/9),33% (3/9),67% (12/18),"['2', '1', '5', '2']","['5', '4']",[],[],[],1.37
16.06.,Bolt A.,0,,,,,,4,2,62%,71% (22/31),47% (9/19),0% (0/3),7% (2/30),58% (11/19),0% (0/0),62% (31/50),27% (13/49),44% (44/99),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.16
15.06.,Bolt A.,2,,,,,,12,2,62%,74% (48/65),63% (25/40),71% (5/7),27% (17/63),34% (12/35),17% (1/6),30,34,62% (16/26),70% (73/105),30% (29/98),50% (102/203),5,0,88% (14/16),7% (1/14),50% (15/30),[],[],"['3', '1']",[],[],1.83
15.06.,O'Connell C.,1,,,,,,18,1,64%,73% (46/63),66% (23/35),83% (5/6),26% (17/65),38% (15/40),29% (2/7),40,33,50% (8/16),70% (69/98),30% (32/105),50% (101/203),5,3,93% (13/14),13% (2/16),50% (15/30),"['1', '0', '6', '3']",[],[],[],[],1.98
14.06.,Bolt A.,2,,,,,,5,1,73%,80% (33/41),53% (8/15),100% (3/3),26% (8/31),52% (11/21),50% (2/4),28,21,79% (15/19),73% (41/56),37% (19/52),56% (60/108),6,0,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['2', '1']",[],[],[],-
14.06.,Clarke J.,0,,,,,,3,2,60%,74% (23/31),48% (10/21),50% (2/4),20% (8/41),47% (7/15),0% (0/3),11,11,100% (5/5),63% (33/52),27% (15/56),44% (48/108),4,0,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],-
10.06.,Svajda Z.,2,,,,,,21,1,67%,79% (63/80),38% (15/40),63% (5/8),24% (16/67),56% (27/48),44% (4/9),65% (78/120),37% (43/115),51% (121/235),8,0,83% (15/18),22% (4/18),53% (19/36),"['4', '4']","['2', '1']","['4', '2', '7', '5']",[],[],2.00
10.06.,Bolt A.,1,,,,,,16,4,58%,76% (51/67),44% (21/48),56% (5/9),21% (17/80),63% (25/40),38% (3/8),63% (72/115),35% (42/120),49% (114/235),2,0,78% (14/18),17% (3/18),47% (17/36),"['4', '3']","['3', '3']","['3', '4']",[],[],1.74
06.06.,Hijikata R.,2,,,,,,5,0,58%,76% (31/41),57% (17/30),67% (2/3),33% (18/54),45% (10/22),22% (2/9),18,21,75% (3/4),68% (48/71),37% (28/76),52% (76/147),6,0,91% (10/11),18% (2/11),55% (12/22),[],"['2', '0', '6', '4']",[],[],[],1.60
06.06.,Bolt A.,0,,,,,,3,3,71%,67% (36/54),55% (12/22),78% (7/9),24% (10/41),43% (13/30),33% (1/3),26,31,55% (11/20),63% (48/76),32% (23/71),48% (71/147),4,4,82% (9/11),9% (1/11),45% (10/22),[],"['2', '3']",[],[],[],2.25
04.06.,Bolt A.,2,,,,,,11,1,75%,76% (31/41),57% (8/14),100% (5/5),30% (11/37),67% (20/30),30% (3/10),71% (39/55),46% (31/67),57% (70/122),6,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['2', '0']",[],[],[],1.45
04.06.,Tu L.,0,,,,,,3,6,55%,70% (26/37),33% (10/30),70% (7/10),24% (10/41),43% (6/14),0% (0/5),54% (36/67),29% (16/55),43% (52/122),4,1,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.63
03.06.,Bolt A.,2,,,,,,11,1,59%,89% (34/38),50% (13/26),50% (1/2),35% (19/55),40% (8/20),29% (2/7),11,1,73% (47/64),36% (27/75),53% (74/139),7,0,91% (10/11),18% (2/11),55% (12/22),"['6', '4']","['2', '0']",[],[],[],1.83
03.06.,McDonald M.,0,,,,,,6,0,73%,65% (36/55),60% (12/20),71% (5/7),11% (4/38),50% (13/26),50% (1/2),6,0,64% (48/75),27% (17/64),47% (65/139),3,0,82% (9/11),9% (1/11),45% (10/22),[],"['2', '3']",[],[],[],1.89
02.06.,Bolt A.,2,,,,,,3,1,61%,82% (28/34),59% (13/22),0% (0/1),35% (15/43),58% (15/26),43% (3/7),73% (41/56),43% (30/69),57% (71/125),5,0,91% (10/11),30% (3/10),62% (13/21),"['3', '1', '7', '5']","['3', '1']",[],[],[],1.34
02.06.,Hussey G.,0,,,,,,2,2,62%,65% (28/43),42% (11/26),57% (4/7),18% (6/34),41% (9/22),100% (1/1),57% (39/69),27% (15/56),43% (54/125),5,1,70% (7/10),9% (1/11),38% (8/21),"['4', '5']",[],[],[],[],3.10
01.06.,Bolt A.,2,,,,,,14,2,73%,74% (46/62),57% (13/23),91% (10/11),24% (9/38),42% (8/19),67% (2/3),69% (59/85),30% (17/57),54% (76/142),7,0,91% (10/11),20% (2/10),57% (12/21),"['4', '2']","['4', '5']",[],[],[],1.65
01.06.,Broom C.,0,,,,,,4,1,67%,76% (29/38),58% (11/19),33% (1/3),26% (16/62),43% (10/23),9% (1/11),70% (40/57),31% (26/85),46% (66/142),3,0,80% (8/10),9% (1/11),43% (9/21),[],"['5', '3']",[],[],[],2.16
19.05.,Llamas Ruiz P.,2,,,,,,0,0,72%,58% (38/66),54% (14/26),25% (2/8),41% (34/83),59% (19/32),44% (7/16),30,32,67% (16/24),57% (52/92),46% (53/115),51% (105/207),7,2,63% (10/16),44% (7/16),53% (17/32),"['1', '0', '3', '0']","['1', '0', '3', '2', '4', '3']","['4', '5', '6', '5']",[],[],1.22
19.05.,Bolt A.,1,,,,,,3,0,72%,59% (49/83),41% (13/32),56% (9/16),42% (28/66),46% (12/26),75% (6/8),46,47,64% (29/45),54% (62/115),43% (40/92),49% (102/207),3,1,56% (9/16),38% (6/16),47% (15/32),"['1', '3', '4', '4', '6', '4']","['2', '2', '3', '3']","['3', '1']",[],[],4.38
11.05.,Sun F.,2,,,,,,3,1,67%,88% (35/40),75% (15/20),0% (0/0),14% (6/44),56% (10/18),50% (1/2),83% (50/60),26% (16/62),54% (66/122),7,0,100% (11/11),9% (1/11),55% (12/22),[],"['6', '4']",[],[],[],2.25
11.05.,Bolt A.,0,,,,,,8,4,71%,86% (38/44),44% (8/18),50% (1/2),13% (5/40),25% (5/20),0% (0/0),74% (46/62),17% (10/60),46% (56/122),3,1,91% (10/11),0% (0/11),45% (10/22),[],[],[],[],[],1.60
10.05.,Bolt A.,2,,,,,,2,1,64%,69% (24/35),80% (16/20),75% (3/4),35% (11/31),54% (19/35),25% (3/12),73% (40/55),45% (30/66),58% (70/121),6,0,90% (9/10),33% (3/9),63% (12/19),"['3', '3', '5', '3']","['4', '3']",[],[],[],3.04
10.05.,Atmane T.,0,,,,,,2,1,47%,65% (20/31),46% (16/35),75% (9/12),31% (11/35),20% (4/20),25% (1/4),55% (36/66),27% (15/55),42% (51/121),4,1,67% (6/9),10% (1/10),37% (7/19),"['3', '2']",[],[],[],[],1.38
09.05.,Bolt A.,2,,,,,,11,1,55%,85% (23/27),73% (16/22),100% (4/4),36% (10/28),62% (8/13),100% (3/3),80% (39/49),44% (18/41),63% (57/90),6,0,100% (9/9),38% (3/8),71% (12/17),"['4', '2', '6', '2']","['4', '2']",[],[],[],1.59
09.05.,Cui J.,0,,,,,,0,1,68%,64% (18/28),38% (5/13),0% (0/3),15% (4/27),27% (6/22),0% (0/4),56% (23/41),20% (10/49),37% (33/90),4,0,63% (5/8),0% (0/9),29% (5/17),[],[],[],[],[],2.24
09.05.,Bolt A.,2,,,,,,9,3,65%,64% (38/59),47% (15/32),73% (8/11),28% (11/40),58% (22/38),57% (4/7),58% (53/91),42% (33/78),51% (86/169),8,0,75% (9/12),33% (4/12),54% (13/24),"['3', '3', '5', '3']",[],"['2', '0', '6', '2']",[],[],2.50
09.05.,Lestienne C.,1,,,,,,6,9,51%,73% (29/40),42% (16/38),43% (3/7),36% (21/59),53% (17/32),27% (3/11),58% (45/78),42% (38/91),49% (83/169),2,0,67% (8/12),25% (3/12),46% (11/24),"['2', '1']","['2', '0', '5', '1']",[],[],[],1.51
06.05.,Bolt A.,2,,,,,,3,1,55%,81% (25/31),64% (16/25),0% (0/0),29% (8/28),38% (8/21),100% (2/2),73% (41/56),33% (16/49),54% (57/105),5,0,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['1', '0']",[],[],[],1.19
06.05.,Zhu E.,0,,,,,,3,3,57%,71% (20/28),62% (13/21),0% (0/2),19% (6/31),36% (9/25),0% (0/0),67% (33/49),27% (15/56),46% (48/105),5,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],4.41
29.04.,Shimabukuro S.,2,,,,,,5,5,48%,68% (25/37),50% (20/40),56% (5/9),40% (22/55),60% (18/30),60% (6/10),58% (45/77),47% (40/85),52% (85/162),7,0,69% (9/13),46% (6/13),58% (15/26),"['3', '3']","['1', '2', '5', '4']","['2', '1', '4', '1', '6', '1']",[],[],2.10
29.04.,Bolt A.,1,,,,,,5,5,65%,60% (33/55),40% (12/30),40% (4/10),32% (12/37),50% (20/40),44% (4/9),53% (45/85),42% (32/77),48% (77/162),3,0,54% (7/13),31% (4/13),42% (11/26),"['2', '1', '4', '3', '6', '3']","['2', '0']",[],[],[],1.74
20.04.,Park U.,2,,,,,,15,4,54%,75% (42/56),60% (28/47),75% (3/4),20% (11/55),57% (17/30),50% (2/4),68% (70/103),33% (28/85),52% (98/188),4,0,94% (15/16),13% (2/15),55% (17/31),"['5', '3']",[],"['1', '0']",[],[],2.81
20.04.,Bolt A.,1,,,,,,7,3,65%,80% (44/55),43% (13/30),50% (2/4),25% (14/56),40% (19/47),25% (1/4),67% (57/85),32% (33/103),48% (90/188),6,0,87% (13/15),6% (1/16),45% (14/31),[],"['7', '5']",[],[],[],1.40
17.04.,Holt B.,2,,,,,,3,0,74%,63% (27/43),40% (6/15),50% (3/6),45% (24/53),63% (22/35),40% (6/15),57% (33/58),52% (46/88),54% (79/146),7,0,67% (6/9),60% (6/10),63% (12/19),"['2', '3', '4', '3', '6', '3']","['1', '1', '4', '2', '6', '4']",[],[],[],1.34
17.04.,Bolt A.,0,,,,,,3,1,60%,55% (29/53),37% (13/35),60% (9/15),37% (16/43),60% (9/15),50% (3/6),48% (42/88),43% (25/58),46% (67/146),3,0,40% (4/10),33% (3/9),37% (7/19),"['2', '0']","['1', '0', '3', '4']",[],[],[],3.10
15.04.,Bolt A.,2,,,,,,5,1,48%,75% (27/36),51% (20/39),50% (2/4),31% (12/39),57% (23/40),30% (3/10),63% (47/75),44% (35/79),53% (82/154),6,0,71% (5/7),29% (2/7),50% (7/14),"['3', '1']","['2', '1', '5', '4']",[],[],[],3.47
15.04.,Watanuki Y.,0,,,,,,7,3,49%,69% (27/39),43% (17/40),70% (7/10),25% (9/36),49% (19/39),50% (2/4),56% (44/79),37% (28/75),47% (72/154),4,0,71% (5/7),29% (2/7),50% (7/14),[],"['2', '2', '5', '5']",[],[],[],1.28
28.02.,Majchrzak K.,1,,,,,,0,2,59%,76% (22/29),55% (11/20),83% (5/6),31% (10/32),56% (14/25),25% (1/4),67% (33/49),42% (25/59),54% (58/108),5,0,86% (6/7),14% (1/7),50% (7/14),"['5', '5']",[],[],[],[],1.29
28.02.,Bolt A.,0,,,,,,4,2,56%,69% (22/32),44% (11/25),75% (3/4),24% (7/29),45% (9/20),17% (1/6),58% (34/59),33% (16/49),46% (50/108),5,0,86% (6/7),14% (1/7),50% (7/14),"['2', '1']",[],[],[],[],3.39
26.02.,Bolt A.,2,,,,,,5,1,55%,70% (30/43),60% (21/35),100% (9/9),33% (12/36),42% (8/19),29% (2/7),65% (51/78),36% (20/55),53% (71/133),6,0,100% (10/10),22% (2/9),63% (12/19),"['6', '4']","['4', '2']",[],[],[],1.85
26.02.,Nanda G.,0,,,,,,2,0,65%,67% (24/36),58% (11/19),71% (5/7),30% (13/43),40% (14/35),0% (0/9),64% (35/55),35% (27/78),47% (62/133),4,3,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.87
25.02.,Bolt A.,2,,,,,,4,0,61%,72% (31/43),56% (15/27),60% (3/5),33% (13/40),57% (12/21),38% (3/8),66% (47/71),41% (25/61),55% (72/132),7,0,82% (9/11),30% (3/10),57% (12/21),"['1', '1', '2', '2', '5', '3']",[],[],[],[],3.70
25.02.,Boyer T.,0,,,,,,1,3,66%,68% (27/40),43% (9/21),63% (5/8),28% (12/43),44% (12/27),40% (2/5),59% (36/61),34% (24/71),45% (60/132),3,0,70% (7/10),18% (2/11),43% (9/21),"['1', '0', '2', '1']",[],[],[],[],1.25
03.02.,Janvier M.,2,,,,,,5,9,71%,67% (28/42),35% (6/17),0% (0/3),43% (15/35),65% (13/20),63% (5/8),58% (34/59),51% (28/55),54% (62/114),9,0,70% (7/10),50% (5/10),60% (12/20),"['2', '1', '5', '4']","['1', '2', '3', '4', '5', '4']",[],[],[],2.40
03.02.,Bolt A.,0,,,,,,2,1,64%,57% (20/35),35% (7/20),38% (3/8),33% (14/42),65% (11/17),100% (3/3),49% (27/55),42% (25/59),46% (52/114),1,1,50% (5/10),30% (3/10),40% (8/20),"['3', '3']","['2', '0', '4', '2']",[],[],[],1.53
31.01.,Schoolkate T.,2,,,,,,14,7,54%,81% (29/36),55% (17/31),100% (1/1),41% (24/58),50% (12/24),33% (3/9),69% (46/67),44% (36/82),55% (82/149),7,0,100% (10/10),27% (3/11),62% (13/21),"['3', '2', '6', '3']","['7', '5']",[],[],[],1.37
31.01.,Bolt A.,0,,,,,,6,3,71%,59% (34/58),50% (12/24),67% (6/9),19% (7/36),45% (14/31),0% (0/1),56% (46/82),31% (21/67),45% (67/149),3,2,73% (8/11),0% (0/10),38% (8/21),[],[],[],[],[],2.94
30.01.,Bolt A.,2,,,,,,17,2,56%,67% (45/67),67% (35/52),82% (9/11),26% (20/77),46% (17/37),20% (1/5),67% (80/119),32% (37/114),50% (117/233),7,0,88% (15/17),6% (1/17),47% (16/34),[],[],"['3', '4']",[],[],1.55
30.01.,Nanda G.,1,,,,,,12,1,68%,74% (57/77),54% (20/37),80% (4/5),33% (22/67),33% (17/52),18% (2/11),68% (77/114),33% (39/119),50% (116/233),3,0,94% (16/17),12% (2/17),53% (18/34),"['4', '3']",[],"['2', '0']",[],[],2.36
28.01.,Bolt A.,2,,,,,,6,0,62%,78% (25/32),65% (13/20),50% (1/2),46% (29/63),53% (9/17),44% (4/9),73% (38/52),48% (38/80),58% (76/132),5,0,90% (9/10),36% (4/11),62% (13/21),"['3', '2', '6', '5']","['1', '0', '6', '3']",[],[],[],1.12
28.01.,Hulme M.,0,,,,,,5,0,79%,54% (34/63),47% (8/17),56% (5/9),22% (7/32),35% (7/20),50% (1/2),53% (42/80),27% (14/52),42% (56/132),5,2,64% (7/11),10% (1/10),38% (8/21),"['5', '5']",[],[],[],[],5.55
06.01.,McDonald M.,2,,,,,,4,1,74%,73% (29/40),64% (9/14),100% (5/5),41% (17/41),71% (15/21),44% (4/9),18,15,54% (7/13),70% (38/54),52% (31/60),61% (69/114),8,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '5', '2']","['1', '0', '5', '2']",[],[],[],1.34
06.01.,Bolt A.,0,,,,,,5,4,66%,59% (24/41),29% (6/21),56% (5/9),28% (11/40),36% (5/14),0% (0/5),21,30,48% (10/21),48% (29/60),30% (16/54),39% (45/114),2,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.26
28.12.2024,Nishioka Y.,2,,,,,,6,0,61%,81% (29/36),70% (16/23),100% (2/2),35% (18/51),50% (19/38),17% (2/12),76% (45/59),42% (37/89),55% (82/148),6,0,100% (10/10),20% (2/10),60% (12/20),"['1', '0', '4', '1']",[],[],[],[],1.43
28.12.2024,Bolt A.,0,,,,,,9,3,57%,65% (33/51),50% (19/38),83% (10/12),19% (7/36),30% (7/23),0% (0/2),58% (52/89),24% (14/59),45% (66/148),4,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],2.82
18.11.2024,Shimizu Y.,2,,,,,,5,3,58%,71% (27/38),61% (17/28),75% (3/4),28% (13/46),67% (20/30),27% (3/11),67% (44/66),43% (33/76),54% (77/142),7,0,90% (9/10),33% (3/9),63% (12/19),"['2', '3']","['3', '1', '5', '1']",[],[],[],1.66
18.11.2024,Bolt A.,0,,,,,,3,5,61%,72% (33/46),33% (10/30),73% (8/11),29% (11/38),39% (11/28),25% (1/4),57% (43/76),33% (22/66),46% (65/142),3,1,67% (6/9),10% (1/10),37% (7/19),"['3', '1']",[],[],[],[],2.14
14.11.2024,Bellucci M.,2,,,,,,5,4,58%,86% (25/29),52% (11/21),100% (4/4),50% (18/36),47% (8/17),57% (4/7),72% (36/50),49% (26/53),60% (62/103),6,0,100% (8/8),50% (4/8),75% (12/16),"['1', '0', '3', '0', '5', '0']","['3', '2']",[],[],[],1.26
14.11.2024,Bolt A.,0,,,,,,0,1,68%,50% (18/36),53% (9/17),43% (3/7),14% (4/29),48% (10/21),0% (0/4),51% (27/53),28% (14/50),40% (41/103),4,1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],3.63
13.11.2024,Bolt A.,2,,,,,,7,2,61%,66% (37/56),56% (20/36),70% (7/10),28% (14/50),58% (18/31),67% (4/6),62% (57/92),40% (32/81),51% (89/173),6,0,80% (12/15),29% (4/14),55% (16/29),[],"['2', '0', '4', '2']","['2', '1', '4', '1']",[],[],1.36
13.11.2024,Moriya H.,1,,,,,,3,1,62%,72% (36/50),42% (13/31),33% (2/6),34% (19/56),44% (16/36),30% (3/10),60% (49/81),38% (35/92),49% (84/173),4,0,71% (10/14),20% (3/15),45% (13/29),"['5', '4']","['1', '2']","['2', '4']",[],[],2.99
10.11.2024,Moreno De Alboran N.,2,,,,,,12,0,76%,77% (37/48),67% (10/15),67% (2/3),37% (13/35),42% (10/24),60% (3/5),75% (47/63),39% (23/59),57% (70/122),8,0,90% (9/10),30% (3/10),60% (12/20),"['5', '4']","['4', '2', '6', '2']",[],[],[],1.38
10.11.2024,Bolt A.,0,,,,,,2,2,59%,63% (22/35),58% (14/24),40% (2/5),23% (11/48),33% (5/15),33% (1/3),61% (36/59),25% (16/63),43% (52/122),2,0,70% (7/10),10% (1/10),40% (8/20),"['5', '5']",[],[],[],[],2.89
09.11.2024,Bolt A.,2,,,,,,8,4,57%,78% (39/50),39% (15/38),67% (6/9),30% (9/30),51% (23/45),83% (5/6),61% (54/88),43% (32/75),53% (86/163),8,0,79% (11/14),36% (5/14),57% (16/28),"['2', '0']","['1', '0', '3', '2']","['1', '0', '6', '3']",[],[],3.54
09.11.2024,Watanuki Y.,1,,,,,,10,9,40%,70% (21/30),49% (22/45),17% (1/6),22% (11/50),61% (23/38),33% (3/9),57% (43/75),39% (34/88),47% (77/163),2,0,64% (9/14),21% (3/14),43% (12/28),[],"['1', '1', '3', '3', '6', '4']",[],[],[],1.27
