Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,238/167,88/53,137/98,4/5,9/11,-
2024,11/21,8/14,3/6,-,0/1,-
2023,42/20,25/11,16/8,1/1,-,-
2022,19/26,4/5,11/18,-,4/3,-
2021,25/21,11/7,11/9,1/2,2/3,-
2020,9/12,3/3,5/8,1/1,-,-
2019,28/23,10/6,15/13,-,3/4,-
2018,41/13,4/1,37/12,-,-,-
2017,29/12,16/2,13/10,-,-,-
2016,8/5,7/4,-,1/1,-,-
2015,10/2,-,10/2,-,-,-
2014,5/3,-,5/3,-,-,-
2013,7/3,-,7/3,-,-,-
2012,2/4,-,2/4,-,-,-
2011,2/2,-,2/2,-,-,-
