Time,Bordeaux challenger,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 10:00,Kukushkin M.,,,,,,,0,2.70,1.39
14. 05. 2025 -,Kotov P.,,,,,,,0,,
14. 05. 2025 10:00,Atmane T.,,,,,,,0,3.03,1.32
14. 05. 2025 -,Galan D.,,,,,,,1,,
14. 05. 2025 10:00,Nagal S.,,,,,,,0,4.20,1.17
14. 05. 2025 -,Gaston H. (7),,,,,,,1,,
14. 05. 2025 10:00,Hijikata R.,,,,,,,0,2.32,1.51
14. 05. 2025 -,Basavareddy N.,,,,,,,0,,
Time,Turin challenger,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 10:00,Ugo Carabelli C. (5),,,,,,,0,1.35,2.78
14. 05. 2025 -,Virtanen O.,,,,,,,0,,
14. 05. 2025 10:00,Nardi L.,,,,,,,0,2.32,1.49
14. 05. 2025 -,Navone M.,,,,,,,0,,
14. 05. 2025 10:00,Gomez F.,,,,,,,0,4.81,1.15
14. 05. 2025 -,Passaro F.,,,,,,,0,,
Time,Oeiras 2 challenger,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 11:00,Burruchaga R. (8),,,,,,,0,1.20,3.46
14. 05. 2025 -,Trotter J.,,,,,,,1,,
Time,Futures 2025,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 10:00,Ordeig R.,,,,,,,0,11.00,1.02
14. 05. 2025 -,Dutra da Silva D.,,,,,,,0,,
14. 05. 2025 10:00,Diez S.,,,,,,,0,,
14. 05. 2025 -,De Krom M.,,,,,,,0,,
14. 05. 2025 10:00,Santamarta Roig A.,,,,,,,0,2.50,1.51
14. 05. 2025 -,Sanchez Izquierdo N.,,,,,,,1,,
14. 05. 2025 04:00,Kikuchi Y.,,,,,,,0,1.31,3.29
14. 05. 2025 -,Delaney J.,,,,,,,0,,
14. 05. 2025 04:00,Wong T.,,,,,,,0,4.34,1.17
14. 05. 2025 -,Palan D.,,,,,,,0,,
14. 05. 2025 04:00,Wang A.,,,,,,,0,1.28,3.39
14. 05. 2025 -,Han X.,,,,,,,0,,
14. 05. 2025 04:00,Zhang Y.,,,,,,,0,,
14. 05. 2025 -,Mingzhou Z.,,,,,,,0,,
14. 05. 2025 09:00,Perez A.,,,,,,,0,1.10,6.50
14. 05. 2025 -,Tsitsipas P.,,,,,,,0,,
14. 05. 2025 09:00,Moraing O.,,,,,,,0,2.19,1.64
14. 05. 2025 -,Rossi L.,,,,,,,0,,
14. 05. 2025 09:00,Tsitsipas P.,,,,,,,0,1.31,3.38
14. 05. 2025 -,Host T.,,,,,,,0,,
14. 05. 2025 10:00,Bielinskyi V.,,,,,,,0,,
14. 05. 2025 -,Noce G.,,,,,,,0,,
14. 05. 2025 10:00,Basic N.,,,,,,,0,,
14. 05. 2025 -,Szajrych J.,,,,,,,0,,
14. 05. 2025 10:00,Simundza J.,,,,,,,0,1.64,2.19
14. 05. 2025 -,Ramskogler G.,,,,,,,0,,
14. 05. 2025 10:00,Hopp M.,,,,,,,0,1.18,4.47
14. 05. 2025 -,Petrovic D.,,,,,,,0,,
14. 05. 2025 10:00,Ferrari F.,,,,,,,0,2.63,1.45
14. 05. 2025 -,Sorger S.,,,,,,,0,,
14. 05. 2025 10:00,Bennani R.,,,,,,,0,2.00,1.73
14. 05. 2025 -,Homberg M.,,,,,,,0,,
14. 05. 2025 10:00,Kupcic J.,,,,,,,0,1.34,3.23
14. 05. 2025 -,Monferrer E.,,,,,,,0,,
14. 05. 2025 10:00,Markovic S.,,,,,,,1,4.28,1.21
14. 05. 2025 -,Nedic A.,,,,,,,1,,
14. 05. 2025 10:00,Nikles J.,,,,,,,0,1.31,3.38
14. 05. 2025 -,Fuele M.,,,,,,,0,,
14. 05. 2025 10:00,Ortenzi G.,,,,,,,0,2.19,1.64
14. 05. 2025 -,Valkusz M.,,,,,,,0,,
14. 05. 2025 10:00,Nanobashvili S.,,,,,,,0,8.00,1.06
14. 05. 2025 -,Oetzbach A.,,,,,,,0,,
14. 05. 2025 10:00,Mridha J.,,,,,,,0,,
14. 05. 2025 -,Battiston A.,,,,,,,0,,
14. 05. 2025 10:00,Blanch D.,,,,,,,0,,
14. 05. 2025 -,Cazacu D.,,,,,,,0,,
14. 05. 2025 10:00,Strom G.,,,,,,,0,,
14. 05. 2025 -,Poling K.,,,,,,,0,,
14. 05. 2025 10:00,Stankovic S.,,,,,,,0,,
14. 05. 2025 -,Helguera Casado L.,,,,,,,0,,
14. 05. 2025 10:00,Jankanj V.,,,,,,,0,,
14. 05. 2025 -,Nedev D.,,,,,,,0,,
14. 05. 2025 10:00,Nikolic M.,,,,,,,0,,
14. 05. 2025 -,Cuenin S.,,,,,,,0,,
14. 05. 2025 10:00,Djosic N.,,,,,,,0,,
14. 05. 2025 -,Messis A.,,,,,,,0,,
14. 05. 2025 10:00,Forejtek J.,,,,,,,0,,
14. 05. 2025 -,Dinev D.,,,,,,,0,,
14. 05. 2025 10:00,George B.,,,,,,,0,,
14. 05. 2025 -,Goldberg Alviani N.,,,,,,,0,,
14. 05. 2025 10:00,Habib A.,,,,,,,0,,
14. 05. 2025 -,Naharro D.,,,,,,,0,,
14. 05. 2025 10:00,Srbljak G.,,,,,,,1,,
14. 05. 2025 -,Milev Y.,,,,,,,1,,
14. 05. 2025 10:00,Mujakic A.,,,,,,,0,,
14. 05. 2025 -,Lulic N.,,,,,,,0,,
14. 05. 2025 10:00,Dellavedova M.,,,,,,,0,1.21,4.28
14. 05. 2025 -,Misasi G.,,,,,,,0,,
14. 05. 2025 10:00,Djuric B.,,,,,,,0,1.26,3.72
14. 05. 2025 -,Jovic V.,,,,,,,0,,
14. 05. 2025 10:00,Butulija B.,,,,,,,0,1.21,4.28
14. 05. 2025 -,Stanisavljevic M.,,,,,,,0,,
14. 05. 2025 10:00,Kostic S.,,,,,,,0,,
14. 05. 2025 -,Bennani K.,,,,,,,0,,
14. 05. 2025 11:00,Nesterov P.,,,,,,,0,,
14. 05. 2025 -,Wehnelt K.,,,,,,,0,,
14. 05. 2025 11:00,Gadoiu A.,,,,,,,0,3.23,1.34
14. 05. 2025 -,Messina J.,,,,,,,0,,
14. 05. 2025 11:00,Palosi S.,,,,,,,0,,
14. 05. 2025 -,Duhan C.,,,,,,,1,,
14. 05. 2025 11:00,Tomescu D.,,,,,,,2,,
14. 05. 2025 -,Andreescu S.,,,,,,,2,,
14. 05. 2025 11:00,Ovcharenko O.,,,,,,,0,1.26,3.72
14. 05. 2025 -,La Vela G.,,,,,,,0,,
14. 05. 2025 11:00,Rapagnetta D.,,,,,,,0,6.50,1.10
14. 05. 2025 -,Boitan G.,,,,,,,0,,
14. 05. 2025 11:00,Tudorica A.,,,,,,,0,,
14. 05. 2025 -,Wallart E.,,,,,,,0,,
14. 05. 2025 11:00,Schaer R.,,,,,,,0,,
14. 05. 2025 -,Edengren K.,,,,,,,0,,
14. 05. 2025 11:00,Elsayed A.,,,,,,,0,,
14. 05. 2025 -,Jones M.,,,,,,,0,,
14. 05. 2025 11:00,Rottoli L.,,,,,,,0,,
14. 05. 2025 -,Saraiva Dos Santos P.,,,,,,,0,,
14. 05. 2025 11:00,Bittoun Kouzmine C.,,,,,,,0,,
14. 05. 2025 -,Klier Junior G.,,,,,,,0,,
14. 05. 2025 11:00,Allen L.,,,,,,,0,,
14. 05. 2025 -,Barreto Sanchez D.,,,,,,,0,,
14. 05. 2025 11:00,Lumsden E.,,,,,,,1,,
14. 05. 2025 -,Hurrion M.,,,,,,,0,,
Time,UTR Pro Tennis Series,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 02:00,Ishikawa H.,,,,,,,0,,
14. 05. 2025 -,Papac T.,,,,,,,0,,
Time,UTR Pro Tennis Series 5,S,1,2,3,4,5,H2H,H,A,header
14. 05. 2025 10:00,Ciurletti A.,,,,,,,0,,
14. 05. 2025 -,Maia H.,,,,,,,0,,
14. 05. 2025 10:00,Lagutin P.,,,,,,,0,,
14. 05. 2025 -,Pereira Lopes M.,,,,,,,0,,
14. 05. 2025 10:00,Iamachkine P.,,,,,,,0,,
14. 05. 2025 -,Perez Martin I.,,,,,,,0,,
14. 05. 2025 10:00,Lagutin P.,,,,,,,0,,
14. 05. 2025 -,Gil F.,,,,,,,0,,
14. 05. 2025 10:00,Hodkin S.,,,,,,,0,,
14. 05. 2025 -,Franchini S.,,,,,,,1,,
14. 05. 2025 10:00,Iamachkine P.,,,,,,,0,,
14. 05. 2025 -,Watzka R.,,,,,,,0,,
14. 05. 2025 10:00,Maggs A.,,,,,,,1,,
14. 05. 2025 -,Quayle D.,,,,,,,0,,
14. 05. 2025 10:00,Valdoleiros G.,,,,,,,0,,
14. 05. 2025 -,Quayle D.,,,,,,,0,,
14. 05. 2025 10:00,Tutu M.,,,,,,,0,,
14. 05. 2025 -,Lagutin P.,,,,,,,0,,
14. 05. 2025 10:00,Tutu M.,,,,,,,0,,
14. 05. 2025 -,Gil F.,,,,,,,0,,
14. 05. 2025 10:00,Ciurletti A.,,,,,,,0,,
14. 05. 2025 -,Quayle D.,,,,,,,0,,
14. 05. 2025 10:00,Valdoleiros G.,,,,,,,2,,
14. 05. 2025 -,Maia H.,,,,,,,0,,
14. 05. 2025 10:00,Maggs A.,,,,,,,0,,
14. 05. 2025 -,Valdoleiros G.,,,,,,,0,,
14. 05. 2025 10:00,Walters M.,,,,,,,0,,
14. 05. 2025 -,Jaisinghani R.,,,,,,,0,,
14. 05. 2025 10:00,Konowczuk W.,,,,,,,0,,
14. 05. 2025 -,Gil F.,,,,,,,0,,
14. 05. 2025 10:00,Konowczuk W.,,,,,,,0,,
14. 05. 2025 -,Pereira Lopes M.,,,,,,,0,,
14. 05. 2025 10:00,Jaisinghani R.,,,,,,,0,,
14. 05. 2025 -,Franchini S.,,,,,,,0,,
