Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
27.08.,Kasnikowski M.,2,,,,,,"['1', '0', '3', '0']","['2', '1', '6', '3']",[],[],[],1.03
27.08.,Hrynkiewicz J.,0,,,,,,[],[],[],[],[],9.20
18.08.,Gadamauri B.,2,,,,,,7,6,58%,71% (30/42),52% (16/31),60% (3/5),35% (18/52),56% (18/32),36% (4/11),27,42,80% (8/10),63% (46/73),43% (36/84),52% (82/157),9,0,83% (10/12),33% (4/12),58% (14/24),"['3', '4', '6', '5']","['4', '5', '6', '5']",[],[],[],1.69
18.08.,Kasnikowski M.,0,,,,,,1,3,62%,65% (34/52),44% (14/32),64% (7/11),29% (12/42),48% (15/31),40% (2/5),14,34,46% (6/13),57% (48/84),37% (27/73),48% (75/157),1,0,67% (8/12),17% (2/12),42% (10/24),"['4', '2']","['4', '2']",[],[],[],20.0
06.08.,Glinka D.,2,,,,,,4,8,49%,76% (28/37),33% (13/39),44% (4/9),47% (21/45),61% (20/33),40% (6/15),24,44,56% (5/9),54% (41/76),53% (41/78),53% (82/154),8,0,55% (6/11),55% (6/11),55% (12/22),"['2', '0', '4', '4', '6', '6']","['1', '0', '2', '3', '5', '4']",[],[],[],2.29
06.08.,Kasnikowski M.,0,,,,,,2,1,58%,53% (24/45),39% (13/33),60% (9/15),24% (9/37),67% (26/39),56% (5/9),18,41,54% (7/13),47% (37/78),46% (35/76),47% (72/154),2,0,45% (5/11),45% (5/11),45% (10/22),"['1', '2', '3', '2', '6', '5']","['1', '1', '3', '1']",[],[],[],1.58
05.08.,Kasnikowski M.,2,,,,,,4,3,61%,67% (41/61),62% (24/39),57% (4/7),33% (17/52),52% (14/27),80% (4/5),24,39,85% (23/27),65% (65/100),39% (31/79),54% (96/179),5,0,80% (12/15),29% (4/14),55% (16/29),"['3', '4']","['1', '0']","['2', '0', '4', '0']",[],[],2.51
05.08.,Grenier H.,1,,,,,,7,2,66%,67% (35/52),48% (13/27),20% (1/5),33% (20/61),38% (15/39),43% (3/7),23,37,31% (4/13),61% (48/79),35% (35/100),46% (83/179),5,0,71% (10/14),20% (3/15),45% (13/29),"['3', '1', '6', '4']","['3', '3']",[],[],[],1.49
03.08.,Kasnikowski M.,2,,,,,,"['3', '1', '5', '1']","['4', '5']","['1', '0', '2', '1', '4', '1']",[],[],1.83
03.08.,Berkieta T.,1,,,,,,[],"['4', '2', '6', '4']","['1', '1', '2', '4']",[],[],1.87
02.08.,Kasnikowski M.,2,,,,,,"['4', '2', '5', '3']","['4', '2', '6', '4']","['3', '3', '5', '5', '7', '5']",[],[],2.00
02.08.,Vatutin A.,1,,,,,,"['3', '4', '4', '5', '6', '5']","['3', '4']","['2', '1', '4', '3']",[],[],1.72
02.08.,Kasnikowski M.,2,,,,,,[],[],[],[],[],1.91
02.08.,Bondioli F.,1,,,,,,[],[],[],[],[],1.80
31.07.,Kasnikowski M.,2,,,,,,"['1', '0']",[],"['2', '0', '4', '0']",[],[],1.18
31.07.,Filar K.,1,,,,,,[],[],[],[],[],4.38
30.07.,Kasnikowski M.,2,,,,,,"['1', '0', '2', '1', '4', '1', '6', '3']","['6', '4']",[],[],[],1.12
30.07.,Hallquist Lithen J.,0,,,,,,"['1', '1', '3', '5']",[],[],[],[],5.35
25.07.,Boscardin Dias P.,2,,,,,,"['6', '5']","['1', '0', '3', '0', '5', '0']",[],[],[],1.81
25.07.,Kasnikowski M.,0,,,,,,[],[],[],[],[],1.89
24.07.,Kasnikowski M.,2,,,,,,"['2', '0', '3', '1']","['1', '0', '3', '0']",[],[],[],1.35
24.07.,Haliak M.,0,,,,,,"['1', '2']",[],[],[],[],2.99
22.07.,Kasnikowski M.,0,,,,,,"['2', '1']",[],[],[],[],1.96
22.07.,Rottgering M.,0,,,,,,[],[],[],[],[],1.75
29.06.,Karol M.,2,,,,,,7,4,50%,83% (24/29),69% (20/29),0% (0/0),16% (7/43),65% (15/23),50% (2/4),25,34,100% (1/1),76% (44/58),33% (22/66),53% (66/124),5,0,100% (10/10),20% (2/10),60% (12/20),"['1', '0', '4', '1']",[],[],[],[],1.82
29.06.,Kasnikowski M.,0,,,,,,2,0,65%,84% (36/43),35% (8/23),50% (2/4),17% (5/29),31% (9/29),0% (0/0),19,33,100% (1/1),67% (44/66),24% (14/58),47% (58/124),5,0,80% (8/10),0% (0/10),40% (8/20),[],[],[],[],[],1.90
22.06.,Gentzsch T.,2,,,,,,9,7,60%,77% (34/44),52% (15/29),50% (2/4),37% (14/38),50% (15/30),80% (4/5),67% (49/73),43% (29/68),55% (78/141),5,0,85% (11/13),33% (4/12),60% (15/25),[],"['1', '0', '4', '1']","['2', '1', '4', '1']",[],[],2.00
22.06.,Kasnikowski M.,1,,,,,,0,0,56%,63% (24/38),50% (15/30),20% (1/5),23% (10/44),48% (14/29),50% (2/4),57% (39/68),33% (24/73),45% (63/141),5,0,67% (8/12),15% (2/13),40% (10/25),"['3', '2', '6', '3']",[],[],[],[],1.74
16.06.,Misolic F.,2,,,,,,2,2,62%,78% (25/32),50% (10/20),75% (3/4),59% (13/22),55% (11/20),56% (5/9),67% (35/52),57% (24/42),63% (59/94),7,0,88% (7/8),71% (5/7),80% (12/15),"['3', '3', '5', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.19
16.06.,Kasnikowski M.,0,,,,,,0,1,52%,41% (9/22),45% (9/20),44% (4/9),22% (7/32),50% (10/20),25% (1/4),43% (18/42),33% (17/52),37% (35/94),3,1,29% (2/7),13% (1/8),20% (3/15),"['3', '2']",[],[],[],[],4.36
27.02.,Curras Abasolo T.,2,,,,,,"['3', '2', '5', '4']","['4', '3', '5', '4']",[],[],[],5.00
27.02.,Kasnikowski M.,0,,,,,,"['3', '3']","['4', '4']",[],[],[],1.13
25.02.,Kasnikowski M.,2,,,,,,"['3', '1', '5', '1']","['1', '0', '6', '3']",[],[],[],1.18
25.02.,Taguchi R.,0,,,,,,[],[],[],[],[],4.38
18.02.,Hussey G.,2,,,,,,18,4,53%,68% (47/69),49% (30/61),75% (12/16),42% (31/73),49% (23/47),38% (6/16),59% (77/130),45% (54/120),52% (131/250),6,0,75% (12/16),38% (6/16),56% (18/32),"['2', '1', '5', '4']","['1', '0', '2', '1']","['4', '4', '6', '4']",[],[],-
18.02.,Kasnikowski M.,1,,,,,,2,3,61%,58% (42/73),51% (24/47),63% (10/16),32% (22/69),51% (31/61),25% (4/16),55% (66/120),41% (53/130),48% (119/250),4,1,63% (10/16),25% (4/16),44% (14/32),"['4', '4']","['1', '1', '4', '4']","['3', '2']",[],[],-
04.02.,Royer V.,2,,,,,,7,0,82%,94% (29/31),43% (3/7),0% (0/0),46% (12/26),63% (10/16),57% (4/7),84% (32/38),52% (22/42),68% (54/80),6,0,100% (8/8),57% (4/7),80% (12/15),"['2', '0', '4', '0', '6', '0']","['2', '0']",[],[],[],1.59
04.02.,Kasnikowski M.,0,,,,,,1,1,62%,54% (14/26),38% (6/16),43% (3/7),6% (2/31),57% (4/7),0% (0/0),48% (20/42),16% (6/38),33% (26/80),4,0,43% (3/7),0% (0/8),20% (3/15),[],[],[],[],[],2.27
31.01.,Kasnikowski M.,2,,,,,,"['5', '3']","['2', '1']","['2', '3', '5', '4']",[],[],1.17
31.01.,Purtseladze S.,1,,,,,,[],"['4', '4', '7', '5']","['2', '0']",[],[],5.23
07.01.,Dellien H.,2,,,,,,6,1,63%,79% (38/48),61% (17/28),50% (1/2),26% (16/61),53% (17/32),50% (3/6),30,25,74% (14/19),72% (55/76),35% (33/93),52% (88/169),7,0,93% (13/14),20% (3/15),55% (16/29),[],"['7', '5']","['2', '0', '6', '2']",[],[],2.54
07.01.,Kasnikowski M.,1,,,,,,6,3,66%,74% (45/61),47% (15/32),50% (3/6),21% (10/48),39% (11/28),50% (1/2),24,28,62% (13/21),65% (60/93),28% (21/76),48% (81/169),3,1,80% (12/15),7% (1/14),45% (13/29),"['2', '0']",[],[],[],[],1.52
06.01.,Kasnikowski M.,2,,,,,,7,1,60%,82% (47/57),63% (24/38),50% (1/2),27% (21/77),60% (21/35),43% (3/7),34,20,50% (6/12),75% (71/95),38% (42/112),55% (113/207),7,0,94% (15/16),19% (3/16),56% (18/32),[],[],"['2', '2', '4', '2', '6', '2']",[],[],1.54
06.01.,Gaubas V.,1,,,,,,8,1,69%,73% (56/77),40% (14/35),57% (4/7),18% (10/57),37% (14/38),50% (1/2),38,44,83% (20/24),63% (70/112),25% (24/95),45% (94/207),3,0,81% (13/16),6% (1/16),44% (14/32),[],[],"['2', '1']",[],[],2.48
30.12.2024,Kasnikowski M.,2,,,,,,5,6,50%,72% (44/61),66% (40/61),83% (5/6),27% (21/77),46% (18/39),22% (2/9),69% (85/124),34% (39/116),52% (124/240),7,0,94% (16/17),13% (2/16),55% (18/33),"['3', '1']",[],"['3', '1']",[],[],1.97
30.12.2024,Martineau M.,1,,,,,,20,6,66%,73% (56/77),54% (21/39),78% (7/9),28% (17/61),34% (21/61),17% (1/6),66% (77/116),31% (39/124),48% (116/240),3,1,88% (14/16),6% (1/17),45% (15/33),[],[],"['4', '5']",[],[],1.76
