Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,140/90,74/55,42/24,21/9,-,3/2
2024,38/24,23/15,6/6,8/3,-,1/0
2023,40/28,22/17,13/6,5/4,-,0/1
2022,45/20,21/11,16/7,8/2,-,-
2021,11/11,4/6,7/5,-,-,-
2020,6/7,4/6,-,-,-,2/1
