Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/36,42/23,18/13,-,-,-
2024,36/18,33/14,3/4,-,-,-
2023,15/8,2/3,13/5,-,-,-
2022,7/9,7/6,0/3,-,-,-
2021,2/1,-,2/1,-,-,-
