Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,64/51,33/25,21/15,10/11,-,-
2024,30/17,19/12,4/3,7/2,-,-
2023,22/18,9/8,13/6,0/4,-,-
2022,9/12,4/4,2/4,3/4,-,-
2021,3/4,1/1,2/2,0/1,-,-
