Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,113/98,79/64,26/21,8/13,-,-
2024,41/24,40/22,0/1,1/1,-,-
2023,24/23,13/16,8/4,3/3,-,-
2022,32/28,22/19,7/7,3/2,-,-
2021,14/14,3/5,11/9,-,-,-
2020,1/3,1/2,-,0/1,-,-
2019,0/1,-,-,0/1,-,-
2018,1/3,-,-,1/3,-,-
2017,0/2,-,-,0/2,-,-
