Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,70/56,22/24,48/28,0/4,-,-
2024,18/15,12/11,6/4,-,-,-
2023,26/22,8/9,18/11,0/2,-,-
2022,26/17,2/4,24/13,-,-,-
2021,0/2,-,-,0/2,-,-
