Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,73/38,28/11,27/20,18/7,-,-
2024,6/7,2/4,4/3,-,-,-
2023,22/11,9/4,5/4,8/3,-,-
2022,22/11,7/1,8/7,7/3,-,-
2021,22/7,10/2,9/4,3/1,-,-
2019,0/1,-,0/1,-,-,-
2018,1/1,-,1/1,-,-,-
