Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,78/105,17/25,51/60,7/16,-,3/4
2024,26/23,4/6,20/13,2/3,-,0/1
2023,25/30,7/8,16/16,2/5,-,0/1
2022,17/22,5/6,8/11,1/4,-,3/1
2021,6/16,0/4,5/9,1/3,-,-
2020,2/9,1/1,1/7,-,-,0/1
2019,2/4,-,1/3,1/1,-,-
2018,0/1,-,0/1,-,-,-
