Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,174/123,165/109,5/12,-,-,4/2
2024,35/21,35/21,-,-,-,-
2023,43/32,42/30,1/2,-,-,-
2022,42/27,38/22,0/3,-,-,4/2
2021,42/24,38/20,4/4,-,-,-
2020,3/9,3/7,0/2,-,-,-
2019,2/4,2/4,-,-,-,-
2018,7/6,7/5,0/1,-,-,-
