Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,113/56,59/42,8/3,2/4,-,44/7
2024,18/21,12/16,2/1,1/2,-,3/2
2023,44/17,28/15,-,-,-,16/2
2022,27/11,12/6,6/2,1/2,-,8/1
2021,24/7,7/5,-,-,-,17/2
