Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds

ITF MEN - SINGLES :  M25 Bolzano (Italy),clay,header
01.08. 15:20,Gaio F.,0,6^5,6^4,,,,[],"['4', '4', '5', '5']",[],[],[],2.88
01.08. 15:20,Marmousez L.,2,7^7,7^7,,,,[],"['1', '0', '5', '4']",[],[],[],1.38
30.07. 17:05,Gaio F.,2,6,6,,,,"['4', '3']","['1', '0', '4', '1']",[],[],[],1.03
30.07. 17:05,Carlini G.,0,4,2,,,,[],[],[],[],[],9.80
CHALLENGER MEN - SINGLES :  Modena (Italy),clay,header
02.07. 17:00,Gaio F.,1,5,6,2,,,3,5,55%,65% (37/57),43% (20/46),58% (7/12),30% (12/40),43% (22/51),40% (4/10),5,55% (57/103),37% (34/91),47% (91/194),4,64% (9/14),27% (4/15),45% (13/29),"['1', '0']","['1', '0', '4', '3', '6', '3']",[],[],[],2.12
02.07. 17:00,Arnaboldi F.,2,7,3,6,,,2,8,44%,70% (28/40),57% (29/51),60% (6/10),35% (20/57),57% (26/46),42% (5/12),5,63% (57/91),45% (46/103),53% (103/194),4,73% (11/15),36% (5/14),55% (16/29),"['5', '5', '7', '5']","['1', '1']","['1', '0', '4', '1']",[],[],1.67
CHALLENGER MEN - SINGLES :  Modena (Italy) - Qualification,clay,header
01.07. 13:40,Gaio F.,2,6,6^3,6,,,4,6,56%,82% (36/44),51% (18/35),50% (2/4),38% (23/61),57% (26/46),44% (7/16),8,68% (54/79),46% (49/107),55% (103/186),7,85% (11/13),50% (7/14),67% (18/27),"['2', '1', '4', '1', '6', '1']","['3', '3']","['1', '0', '2', '1', '5', '2']",[],[],1.20
01.07. 13:40,Romano F.,1,1,7^7,2,,,2,5,57%,62% (38/61),43% (20/46),56% (9/16),18% (8/44),49% (17/35),50% (2/4),5,54% (58/107),32% (25/79),45% (83/186),2,50% (7/14),15% (2/13),33% (9/27),[],"['3', '2']","['1', '1']",[],[],4.26
30.06. 13:35,Gaio F.,2,6,6,,,,9,6,49%,88% (23/26),56% (15/27),83% (5/6),32% (10/31),68% (19/28),67% (4/6),12,72% (38/53),49% (29/59),60% (67/112),4,89% (8/9),44% (4/9),67% (12/18),"['2', '1', '4', '3', '6', '3']","['3', '1']",[],[],[],1.02
30.06. 13:35,Dragoni A.,0,3,3,,,,4,9,53%,68% (21/31),32% (9/28),33% (2/6),12% (3/26),44% (12/27),17% (1/6),4,51% (30/59),28% (15/53),40% (45/112),2,56% (5/9),11% (1/9),33% (6/18),"['3', '3']",[],[],[],[],11.50
CHALLENGER MEN - SINGLES :  Milan (Italy),clay,header
27.06. 13:40,Gaio F.,0,6^5,3,,,,6,6,56%,73% (29/40),55% (17/31),75% (3/4),19% (6/32),32% (11/34),0% (0/1),4,65% (46/71),26% (17/66),46% (63/137),1,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],2.36
27.06. 13:40,Gakhov I.,2,7^7,6,,,,4,3,48%,81% (26/32),68% (23/34),100% (1/1),28% (11/40),45% (14/31),25% (1/4),6,74% (49/66),35% (25/71),54% (74/137),3,100% (11/11),10% (1/10),57% (12/21),[],"['5', '3']",[],[],[],1.55
26.06. 13:40,Gaio F.,2,6,1,6,,,2,3,59%,78% (36/46),53% (17/32),50% (2/4),26% (12/46),51% (19/37),20% (2/10),6,68% (53/78),37% (31/83),52% (84/161),3,85% (11/13),17% (2/12),52% (13/25),"['5', '3']",[],"['2', '0']",[],[],1.92
26.06. 13:40,Gerasimov E.,1,3,6,3,,,6,10,55%,74% (34/46),49% (18/37),80% (8/10),22% (10/46),47% (15/32),50% (2/4),7,63% (52/83),32% (25/78),48% (77/161),3,83% (10/12),15% (2/13),48% (12/25),[],"['2', '0', '5', '1']",[],[],[],1.82
CHALLENGER MEN - SINGLES :  Milan (Italy) - Qualification,clay,header
