Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,126/56,7/14,105/32,5/4,9/6,-
2024,10/19,4/9,3/5,0/2,3/3,-
2023,53/22,3/4,39/13,5/2,6/3,-
2022,35/8,-,35/8,-,-,-
2021,26/3,0/1,26/2,-,-,-
2019,2/4,-,2/4,-,-,-
