Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,60/64,4/13,51/46,5/5,-,-
2024,10/13,2/3,7/8,1/2,-,-
2023,6/9,-,6/8,0/1,-,-
2022,30/19,-,26/17,4/2,-,-
2017,4/1,-,4/1,-,-,-
2016,0/1,0/1,-,-,-,-
2015,3/9,2/6,1/3,-,-,-
2014,4/7,0/2,4/5,-,-,-
2013,3/4,0/1,3/3,-,-,-
2012,0/1,-,0/1,-,-,-
